KEGGID	HMDBID
cpd:C01190	hmdb:HMDB00140
cpd:C01194	hmdb:HMDB06953
cpd:C01197	hmdb:HMDB03501
cpd:C01198	hmdb:HMDB33752
cpd:C01201	hmdb:HMDB01260
cpd:C01204	hmdb:HMDB03502
cpd:C01205	hmdb:HMDB02299
cpd:C01207	hmdb:HMDB03503
cpd:C01213	hmdb:HMDB02255
cpd:C01216	hmdb:HMDB01353
cpd:C01217	hmdb:HMDB60403
cpd:C01220	hmdb:HMDB00968
cpd:C01222	hmdb:HMDB01346
cpd:C01225	hmdb:HMDB11649
cpd:C01227	hmdb:HMDB00077
cpd:C01228	hmdb:HMDB59638
cpd:C01230	hmdb:HMDB12188
cpd:C01231	hmdb:HMDB03514
cpd:C01233	hmdb:HMDB00114
cpd:C01234	hmdb:HMDB36458
cpd:C01235	hmdb:HMDB05826
cpd:C01236	hmdb:HMDB01127
cpd:C01239	hmdb:HMDB01104
cpd:C01243	hmdb:HMDB01143
cpd:C01244	hmdb:HMDB59637
cpd:C01245	hmdb:HMDB01498
cpd:C01246	hmdb:HMDB01054
cpd:C01250	hmdb:HMDB06488
cpd:C01251	hmdb:HMDB03518
cpd:C01252	hmdb:HMDB00978
cpd:C01259	hmdb:HMDB01422
cpd:C01260	hmdb:HMDB01211
cpd:C01260	hmdb:HMDB06502
cpd:C01261	hmdb:HMDB01340
cpd:C01262	hmdb:HMDB00194
cpd:C01263	hmdb:HMDB34105
cpd:C01265	hmdb:HMDB29263
cpd:C01267	hmdb:HMDB12236
cpd:C01272	hmdb:HMDB01059
cpd:C01284	hmdb:HMDB03529
cpd:C01288	hmdb:HMDB11669
cpd:C01292	hmdb:HMDB00400
cpd:C01301	hmdb:HMDB03533
cpd:C01312	hmdb:HMDB01335
cpd:C01324	hmdb:HMDB02500
cpd:C01327	hmdb:HMDB02306
cpd:C01328	hmdb:HMDB01039
cpd:C01330	hmdb:HMDB00588
cpd:C01342	hmdb:HMDB41827
cpd:C01344	hmdb:HMDB03536
cpd:C01345	hmdb:HMDB03537
cpd:C01346	hmdb:HMDB01000
cpd:C01352	hmdb:HMDB01197
cpd:C01353	hmdb:HMDB03538
cpd:C01367	hmdb:HMDB03540
cpd:C01368	hmdb:HMDB60282
cpd:C01375	hmdb:HMDB15002
cpd:C01380	hmdb:HMDB32262
cpd:C01382	hmdb:HMDB00675
cpd:C01384	hmdb:HMDB00176
cpd:C01387	hmdb:HMDB01485
cpd:C01389	hmdb:HMDB02019
cpd:C01390	hmdb:HMDB30124
cpd:C01403	hmdb:HMDB33895
cpd:C01405	hmdb:HMDB01879
cpd:C01407	hmdb:HMDB01505
cpd:C01408	hmdb:HMDB32039
cpd:C01411	hmdb:HMDB34976
cpd:C01412	hmdb:HMDB03543
cpd:C01413	hmdb:HMDB03638
cpd:C01416	hmdb:HMDB15043
cpd:C01417	hmdb:HMDB02078
cpd:C01418	hmdb:HMDB38850
cpd:C01419	hmdb:HMDB00078
cpd:C01424	hmdb:HMDB05807
cpd:C01425	hmdb:HMDB28818
cpd:C01438	hmdb:HMDB02714
cpd:C01443	hmdb:HMDB15224
cpd:C01449	hmdb:HMDB01495
cpd:C01451	hmdb:HMDB03546
cpd:C01453	hmdb:HMDB14526
cpd:C01454	hmdb:HMDB29635
cpd:C01455	hmdb:HMDB34168
cpd:C01457	hmdb:HMDB34108
cpd:C01467	hmdb:HMDB02048
cpd:C01468	hmdb:HMDB01858
cpd:C01468	hmdb:HMDB13762
cpd:C01471	hmdb:HMDB41822
cpd:C01477	hmdb:HMDB02124
cpd:C01478	hmdb:HMDB12190
cpd:C01479	hmdb:HMDB14712
cpd:C01481	hmdb:HMDB01964
cpd:C01484	hmdb:HMDB03066
cpd:C01485	hmdb:HMDB02036
cpd:C01486	hmdb:HMDB02077
cpd:C01487	hmdb:HMDB01151
cpd:C01488	hmdb:HMDB29941
cpd:C01494	hmdb:HMDB00954
cpd:C01495	hmdb:HMDB31816
cpd:C01499	hmdb:HMDB35078
cpd:C01500	hmdb:HMDB35155
cpd:C01502	hmdb:HMDB01398
cpd:C01504	hmdb:HMDB59602
cpd:C01507	hmdb:HMDB11632
cpd:C01514	hmdb:HMDB05800
cpd:C01516	hmdb:HMDB14440
cpd:C01517	hmdb:HMDB01923
cpd:C01526	hmdb:HMDB42006
cpd:C01528	hmdb:HMDB11110
cpd:C01529	hmdb:HMDB01349
cpd:C01530	hmdb:HMDB00827
cpd:C01531	hmdb:HMDB14743
cpd:C01537	hmdb:HMDB31219
cpd:C01541	hmdb:HMDB01935
cpd:C01542	hmdb:HMDB02055
cpd:C01545	hmdb:HMDB01140
cpd:C01546	hmdb:HMDB00617
cpd:C01550	hmdb:HMDB33758
cpd:C01551	hmdb:HMDB00462
cpd:C01553	hmdb:HMDB14421
cpd:C01557	hmdb:HMDB30637
cpd:C01561	hmdb:HMDB03550
cpd:C01563	hmdb:HMDB03551
cpd:C01570	hmdb:HMDB13773
cpd:C01571	hmdb:HMDB00511
cpd:C01575	hmdb:HMDB15451
cpd:C01576	hmdb:HMDB14911
cpd:C01585	hmdb:HMDB00535
cpd:C01586	hmdb:HMDB00714
cpd:C01588	hmdb:HMDB01925
cpd:C01589	hmdb:HMDB01525
cpd:C01590	hmdb:HMDB34213
cpd:C01594	hmdb:HMDB33699
cpd:C01595	hmdb:HMDB00673
cpd:C01598	hmdb:HMDB01389
cpd:C01601	hmdb:HMDB00847
cpd:C01602	hmdb:HMDB32455
cpd:C01604	hmdb:HMDB36634
cpd:C01606	hmdb:HMDB02107
cpd:C01607	hmdb:HMDB00801
cpd:C01608	hmdb:HMDB14694
cpd:C01613	hmdb:HMDB03553
cpd:C01620	hmdb:HMDB00943
cpd:C01623	hmdb:HMDB12301
cpd:C01633	hmdb:HMDB11624
cpd:C01659	hmdb:HMDB04296
cpd:C01661	hmdb:HMDB15132
cpd:C01672	hmdb:HMDB02322
cpd:C01673	hmdb:HMDB01903
cpd:C01674	hmdb:HMDB03556
cpd:C01675	hmdb:HMDB15535
cpd:C01678	hmdb:HMDB02991
cpd:C01683	hmdb:HMDB29437
cpd:C01685	hmdb:HMDB00867
cpd:C01690	hmdb:HMDB14724
cpd:C01691	hmdb:HMDB14999
cpd:C01692	hmdb:HMDB14960
cpd:C01693	hmdb:HMDB01430
cpd:C01694	hmdb:HMDB00878
cpd:C01697	hmdb:HMDB00107
cpd:C01699	hmdb:HMDB03559
cpd:C01701	hmdb:HMDB33901
cpd:C01709	hmdb:HMDB05782
cpd:C01709	hmdb:HMDB30746
cpd:C01710	hmdb:HMDB59601
cpd:C01711	hmdb:HMDB29898
cpd:C01712	hmdb:HMDB00573
cpd:C01716	hmdb:HMDB15144
cpd:C01717	hmdb:HMDB00715
cpd:C01721	hmdb:HMDB60267
cpd:C01724	hmdb:HMDB01251
cpd:C01732	hmdb:HMDB00749
cpd:C01733	hmdb:HMDB33951
cpd:C01735	hmdb:HMDB03563
cpd:C01736	hmdb:HMDB29956
cpd:C01737	hmdb:HMDB15129
cpd:C01744	hmdb:HMDB02199
cpd:C01746	hmdb:HMDB34301
cpd:C01747	hmdb:HMDB00648
cpd:C01750	hmdb:HMDB33751
cpd:C01751	hmdb:HMDB32037
cpd:C01752	hmdb:HMDB34344
cpd:C01753	hmdb:HMDB00852
cpd:C01755	hmdb:HMDB01453
cpd:C01762	hmdb:HMDB00299
cpd:C01765	hmdb:HMDB35818
cpd:C01766	hmdb:HMDB34976
cpd:C01767	hmdb:HMDB35089
cpd:C01768	hmdb:HMDB29940
cpd:C01771	hmdb:HMDB10720
cpd:C01772	hmdb:HMDB02641
cpd:C01779	hmdb:HMDB14659
cpd:C01780	hmdb:HMDB00037
cpd:C01789	hmdb:HMDB02869
cpd:C01790	hmdb:HMDB14459
cpd:C01792	hmdb:HMDB59603
cpd:C01794	hmdb:HMDB01374
cpd:C01796	hmdb:HMDB02649
cpd:C01799	hmdb:HMDB13716
cpd:C01801	hmdb:HMDB03224
cpd:C01802	hmdb:HMDB02719
cpd:C01814	hmdb:HMDB14645
cpd:C01816	hmdb:HMDB59830
cpd:C01817	hmdb:HMDB00575
cpd:C01817	hmdb:HMDB00676
cpd:C01822	hmdb:HMDB15303
cpd:C01825	hmdb:HMDB33704
cpd:C01829	hmdb:HMDB00248
cpd:C01832	hmdb:HMDB03571
cpd:C01835	hmdb:HMDB01262
cpd:C01838	hmdb:HMDB02384
cpd:C01844	hmdb:HMDB05022
cpd:C01845	hmdb:HMDB00863
cpd:C01847	hmdb:HMDB01142
cpd:C01850	hmdb:HMDB03572
cpd:C01851	hmdb:HMDB03573
cpd:C01855	hmdb:HMDB30704
cpd:C01857	hmdb:HMDB31188
cpd:C01864	hmdb:HMDB14693
cpd:C01871	hmdb:HMDB31474
cpd:C01875	hmdb:HMDB33713
cpd:C01879	hmdb:HMDB00267
cpd:C01888	hmdb:HMDB02134
cpd:C01892	hmdb:HMDB29611
cpd:C01893	hmdb:HMDB01458
cpd:C01902	hmdb:HMDB36591
cpd:C01904	hmdb:HMDB00568
cpd:C01905	hmdb:HMDB33780
cpd:C01907	hmdb:HMDB14832
cpd:C01909	hmdb:HMDB03581
cpd:C01912	hmdb:HMDB14344
cpd:C01913	hmdb:HMDB32287
cpd:C01921	hmdb:HMDB00138
cpd:C01924	hmdb:HMDB00670
cpd:C01925	hmdb:HMDB34229
cpd:C01926	hmdb:HMDB14473
cpd:C01933	hmdb:HMDB01645
cpd:C01936	hmdb:HMDB12253
cpd:C01937	hmdb:HMDB14703
cpd:C01942	hmdb:HMDB13028
cpd:C01944	hmdb:HMDB01070
cpd:C01945	hmdb:HMDB30441
cpd:C01948	hmdb:HMDB31078
cpd:C01949	hmdb:HMDB34235
cpd:C01951	hmdb:HMDB36999
cpd:C01953	hmdb:HMDB00253
cpd:C01956	hmdb:HMDB14483
cpd:C01959	hmdb:HMDB03584
cpd:C01962	hmdb:HMDB03585
cpd:C01963	hmdb:HMDB32075
cpd:C01965	hmdb:HMDB14583
cpd:C01967	hmdb:HMDB06707
cpd:C01970	hmdb:HMDB41627
cpd:C01984	hmdb:HMDB00703
cpd:C01996	hmdb:HMDB00895
cpd:C02001	hmdb:HMDB31652
cpd:C02010	hmdb:HMDB30452
cpd:C02029	hmdb:HMDB12215
cpd:C02034	hmdb:HMDB36896
cpd:C02037	hmdb:HMDB11733
cpd:C02041	hmdb:HMDB04258
cpd:C02043	hmdb:HMDB00671
cpd:C02045	hmdb:HMDB06293
cpd:C02046	hmdb:HMDB14568
cpd:C02050	hmdb:HMDB01064
cpd:C02052	hmdb:HMDB01296
cpd:C02059	hmdb:HMDB03555
cpd:C02059	hmdb:HMDB15157
cpd:C02060	hmdb:HMDB01359
cpd:C02067	hmdb:HMDB00767
cpd:C02075	hmdb:HMDB03598
cpd:C02076	hmdb:HMDB03219
cpd:C02078	hmdb:HMDB15055
cpd:C02090	hmdb:HMDB60520
cpd:C02094	hmdb:HMDB00561
cpd:C02095	hmdb:HMDB03081
cpd:C02097	hmdb:HMDB06876
cpd:C02105	hmdb:HMDB03601
cpd:C02107	hmdb:HMDB29878
cpd:C02108	hmdb:HMDB37821
cpd:C02110	hmdb:HMDB02152
cpd:C02122	hmdb:HMDB10717
cpd:C02135	hmdb:HMDB01035
cpd:C02137	hmdb:HMDB01587
cpd:C02140	hmdb:HMDB01547
cpd:C02147	hmdb:HMDB12210
cpd:C02153	hmdb:HMDB38419
cpd:C02154	hmdb:HMDB01051
cpd:C02155	hmdb:HMDB00759
cpd:C02161	hmdb:HMDB30483
cpd:C02162	hmdb:HMDB34312
cpd:C02165	hmdb:HMDB01085
cpd:C02166	hmdb:HMDB01198
cpd:C02168	hmdb:HMDB14922
cpd:C02170	hmdb:HMDB00202
cpd:C02181	hmdb:HMDB31609
cpd:C02183	hmdb:HMDB13675
cpd:C02191	hmdb:HMDB00241
cpd:C02197	hmdb:HMDB15031
cpd:C02198	hmdb:HMDB01452
cpd:C02199	hmdb:HMDB12305
cpd:C02201	hmdb:HMDB32138
cpd:C02214	hmdb:HMDB00620
cpd:C02216	hmdb:HMDB11599
cpd:C02218	hmdb:HMDB03609
cpd:C02220	hmdb:HMDB01241
cpd:C02223	hmdb:HMDB31526
cpd:C02226	hmdb:HMDB00634
cpd:C02227	hmdb:HMDB41802
cpd:C02230	hmdb:HMDB01566
cpd:C02232	hmdb:HMDB60378
cpd:C02235	hmdb:HMDB02916
cpd:C02237	hmdb:HMDB00805
cpd:C02241	hmdb:HMDB11614
cpd:C02242	hmdb:HMDB00897
cpd:C02249	hmdb:HMDB06523
cpd:C02261	hmdb:HMDB00650
cpd:C02266	hmdb:HMDB11676
cpd:C02267	hmdb:HMDB14692
cpd:C02271	hmdb:HMDB31548
cpd:C02272	hmdb:HMDB31666
cpd:C02273	hmdb:HMDB39721
cpd:C02274	hmdb:HMDB36626
cpd:C02277	hmdb:HMDB11626
cpd:C02278	hmdb:HMDB33933
cpd:C02283	hmdb:HMDB11628
cpd:C02284	hmdb:HMDB29843
cpd:C02287	hmdb:HMDB35227
cpd:C02291	hmdb:HMDB00099
cpd:C02294	hmdb:HMDB01522
cpd:C02305	hmdb:HMDB01511
cpd:C02314	hmdb:HMDB01483
cpd:C02323	hmdb:HMDB59709
cpd:C02325	hmdb:HMDB13070
cpd:C02330	hmdb:HMDB12304
cpd:C02335	hmdb:HMDB06805
cpd:C02336	hmdb:HMDB00660
cpd:C02341	hmdb:HMDB00958
cpd:C02344	hmdb:HMDB34932
cpd:C02351	hmdb:HMDB12133
cpd:C02353	hmdb:HMDB11616
cpd:C02354	hmdb:HMDB11691
cpd:C02355	hmdb:HMDB11640
cpd:C02356	hmdb:HMDB00452
cpd:C02360	hmdb:HMDB00321
cpd:C02367	hmdb:HMDB10727
cpd:C02372	hmdb:HMDB01169
cpd:C02373	hmdb:HMDB01318
cpd:C02375	hmdb:HMDB41810
cpd:C02376	hmdb:HMDB02894
cpd:C02378	hmdb:HMDB01901
cpd:C02380	hmdb:HMDB15167
cpd:C02381	hmdb:HMDB38510
cpd:C02394	hmdb:HMDB29697
cpd:C02394	hmdb:HMDB29698
cpd:C02411	hmdb:HMDB01290
cpd:C02427	hmdb:HMDB00679
cpd:C02442	hmdb:HMDB03633
cpd:C02452	hmdb:HMDB03634
cpd:C02452	hmdb:HMDB36088
cpd:C02455	hmdb:HMDB02017
cpd:C02465	hmdb:HMDB00265
cpd:C02466	hmdb:HMDB59921
cpd:C02469	hmdb:HMDB00916
cpd:C02470	hmdb:HMDB00881
cpd:C02477	hmdb:HMDB01893
cpd:C02480	hmdb:HMDB06331
cpd:C02483	hmdb:HMDB01492
cpd:C02486	hmdb:HMDB03640
cpd:C02488	hmdb:HMDB59758
cpd:C02492	hmdb:HMDB06798
cpd:C02494	hmdb:HMDB03331
cpd:C02495	hmdb:HMDB29372
cpd:C02498	hmdb:HMDB31231
cpd:C02499	hmdb:HMDB32582
cpd:C02502	hmdb:HMDB13751
cpd:C02504	hmdb:HMDB00402
cpd:C02505	hmdb:HMDB10715
cpd:C02512	hmdb:HMDB60245
cpd:C02515	hmdb:HMDB00021
cpd:C02518	hmdb:HMDB14378
cpd:C02519	hmdb:HMDB01101
cpd:C02528	hmdb:HMDB00518
cpd:C02532	hmdb:HMDB01721
cpd:C02535	hmdb:HMDB33212
cpd:C02537	hmdb:HMDB00429
cpd:C02538	hmdb:HMDB01425
cpd:C02549	hmdb:HMDB38111
cpd:C02557	hmdb:HMDB01269
cpd:C02564	hmdb:HMDB59747
cpd:C02565	hmdb:HMDB03646
cpd:C02567	hmdb:HMDB01186
cpd:C02571	hmdb:HMDB00201
cpd:C02575	hmdb:HMDB41974
cpd:C02576	hmdb:HMDB03647
cpd:C02588	hmdb:HMDB03648
cpd:C02592	hmdb:HMDB00722
cpd:C02593	hmdb:HMDB01521
cpd:C02625	hmdb:HMDB04811
cpd:C02630	hmdb:HMDB59655
cpd:C02631	hmdb:HMDB12241
cpd:C02632	hmdb:HMDB01873
cpd:C02633	hmdb:HMDB30180
cpd:C02636	hmdb:HMDB12154
cpd:C02640	hmdb:HMDB31659
cpd:C02642	hmdb:HMDB00026
cpd:C02646	hmdb:HMDB03654
cpd:C02656	hmdb:HMDB00857
cpd:C02660	hmdb:HMDB34273
cpd:C02670	hmdb:HMDB06355
cpd:C02678	hmdb:HMDB00623
cpd:C02679	hmdb:HMDB00638
cpd:C02693	hmdb:HMDB29739
cpd:C02700	hmdb:HMDB01200
cpd:C02700	hmdb:HMDB60485
cpd:C02710	hmdb:HMDB11756
cpd:C02712	hmdb:HMDB11745
cpd:C02713	hmdb:HMDB60493
cpd:C02714	hmdb:HMDB02064
cpd:C02717	hmdb:HMDB29365
cpd:C02723	hmdb:HMDB03661
cpd:C02727	hmdb:HMDB00206
cpd:C02728	hmdb:HMDB02038
cpd:C02735	hmdb:HMDB01065
cpd:C02739	hmdb:HMDB03665
cpd:C02744	hmdb:HMDB13046
cpd:C02759	hmdb:HMDB03667
cpd:C02763	hmdb:HMDB12225
cpd:C02765	hmdb:HMDB01943
cpd:C02781	hmdb:HMDB12327
cpd:C02787	hmdb:HMDB34198
cpd:C02794	hmdb:HMDB00732
cpd:C02800	hmdb:HMDB13233
cpd:C02809	hmdb:HMDB59609
cpd:C02817	hmdb:HMDB01219
cpd:C02823	hmdb:HMDB00607
cpd:C02824	hmdb:HMDB31340
cpd:C02835	hmdb:HMDB02024
cpd:C02838	hmdb:HMDB00791
cpd:C02845	hmdb:HMDB00474
cpd:C02846	hmdb:HMDB01020
cpd:C02862	hmdb:HMDB02013
cpd:C02880	hmdb:HMDB31148
cpd:C02888	hmdb:HMDB06797
cpd:C02906	hmdb:HMDB30835
cpd:C02917	hmdb:HMDB06213
cpd:C02918	hmdb:HMDB00699
cpd:C02920	hmdb:HMDB31720
cpd:C02924	hmdb:HMDB15677
cpd:C02926	hmdb:HMDB29387
cpd:C02934	hmdb:HMDB01480
cpd:C02938	hmdb:HMDB06524
cpd:C02939	hmdb:HMDB01113
cpd:C02944	hmdb:HMDB04257
cpd:C02946	hmdb:HMDB03681
cpd:C02949	hmdb:HMDB06467
cpd:C02953	hmdb:HMDB00038
cpd:C02961	hmdb:HMDB15122
cpd:C02975	hmdb:HMDB31307
cpd:C02979	hmdb:HMDB02520
cpd:C02985	hmdb:HMDB01265
cpd:C02989	hmdb:HMDB02005
cpd:C02990	hmdb:HMDB00222
cpd:C02993	hmdb:HMDB05768
cpd:C02993	hmdb:HMDB29099
cpd:C02997	hmdb:HMDB32055
cpd:C02999	hmdb:HMDB60494
cpd:C03002	hmdb:HMDB29876
cpd:C03004	hmdb:HMDB38750
cpd:C03005	hmdb:HMDB32609
cpd:C03017	hmdb:HMDB00824
cpd:C03028	hmdb:HMDB01512
cpd:C03031	hmdb:HMDB11641
cpd:C03035	hmdb:HMDB06368
cpd:C03044	hmdb:HMDB33007
cpd:C03065	hmdb:HMDB13222
cpd:C03069	hmdb:HMDB01493
cpd:C03079	hmdb:HMDB02273
cpd:C03080	hmdb:HMDB41683
cpd:C03081	hmdb:HMDB59622
cpd:C03082	hmdb:HMDB12250
cpd:C03087	hmdb:HMDB12175
cpd:C03088	hmdb:HMDB00469
cpd:C03089	hmdb:HMDB01087
cpd:C03090	hmdb:HMDB01128
cpd:C03091	hmdb:HMDB11182
cpd:C03091	hmdb:HMDB59604
cpd:C03092	hmdb:HMDB59610
cpd:C03098	hmdb:HMDB33969
cpd:C03104	hmdb:HMDB11692
cpd:C03108	hmdb:HMDB00596
cpd:C03114	hmdb:HMDB03701
cpd:C03117	hmdb:HMDB01499
cpd:C03124	hmdb:HMDB32332
cpd:C03134	hmdb:HMDB01888
cpd:C03139	hmdb:HMDB03157
cpd:C03141	hmdb:HMDB32175
cpd:C03145	hmdb:HMDB01015
cpd:C03147	hmdb:HMDB39495
cpd:C03150	hmdb:HMDB00855
cpd:C03166	hmdb:HMDB03705
cpd:C03170	hmdb:HMDB60521
cpd:C03172	hmdb:HMDB38670
cpd:C03189	hmdb:HMDB00126
cpd:C03196	hmdb:HMDB00694
cpd:C03197	hmdb:HMDB00442
cpd:C03204	hmdb:HMDB06485
cpd:C03205	hmdb:HMDB00016
cpd:C03207	hmdb:HMDB00995
cpd:C03210	hmdb:HMDB33747
cpd:C03220	hmdb:HMDB59849
cpd:C03221	hmdb:HMDB03712
cpd:C03221	hmdb:HMDB11689
cpd:C03227	hmdb:HMDB11631
cpd:C03231	hmdb:HMDB01057
cpd:C03232	hmdb:HMDB01024
cpd:C03238	hmdb:HMDB00871
cpd:C03239	hmdb:HMDB12151
cpd:C03242	hmdb:HMDB02925
cpd:C03246	hmdb:HMDB06336
cpd:C03263	hmdb:HMDB01261
cpd:C03264	hmdb:HMDB00624
cpd:C03267	hmdb:HMDB06800
cpd:C03273	hmdb:HMDB12233
cpd:C03283	hmdb:HMDB06284
cpd:C03284	hmdb:HMDB02166
cpd:C03287	hmdb:HMDB01228
cpd:C03290	hmdb:HMDB02184
cpd:C03299	hmdb:HMDB00651
cpd:C03313	hmdb:HMDB60502
cpd:C03319	hmdb:HMDB06354
cpd:C03323	hmdb:HMDB14776
cpd:C03340	hmdb:HMDB12247
cpd:C03343	hmdb:HMDB13248
cpd:C03344	hmdb:HMDB01157
cpd:C03345	hmdb:HMDB02054
cpd:C03351	hmdb:HMDB59712
cpd:C03365	hmdb:HMDB31449
cpd:C03366	hmdb:HMDB59600
cpd:C03367	hmdb:HMDB39707
cpd:C03372	hmdb:HMDB11750
cpd:C03373	hmdb:HMDB01235
cpd:C03375	hmdb:HMDB11634
cpd:C03383	hmdb:HMDB02541
cpd:C03384	hmdb:HMDB00645
cpd:C03401	hmdb:HMDB02006
cpd:C03404	hmdb:HMDB29217
cpd:C03406	hmdb:HMDB00052
cpd:C03410	hmdb:HMDB00833
cpd:C03413	hmdb:HMDB02172
cpd:C03413	hmdb:HMDB41876
cpd:C03415	hmdb:HMDB01199
cpd:C03427	hmdb:HMDB03023
cpd:C03428	hmdb:HMDB01278
cpd:C03440	hmdb:HMDB60460
cpd:C03451	hmdb:HMDB01066
cpd:C03460	hmdb:HMDB01011
cpd:C03465	hmdb:HMDB00491
cpd:C03479	hmdb:HMDB01562
cpd:C03483	hmdb:HMDB01364
cpd:C03492	hmdb:HMDB01016
cpd:C03500	hmdb:HMDB31218
cpd:C03508	hmdb:HMDB06454
cpd:C03510	hmdb:HMDB29430
cpd:C03514	hmdb:HMDB35921
cpd:C03519	hmdb:HMDB00512
cpd:C03527	hmdb:HMDB32913
cpd:C03541	hmdb:HMDB06826
cpd:C03546	hmdb:HMDB01313
cpd:C03557	hmdb:HMDB11747
cpd:C03561	hmdb:HMDB01166
cpd:C03564	hmdb:HMDB06875
cpd:C03567	hmdb:HMDB33928
cpd:C03576	hmdb:HMDB03745
cpd:C03577	hmdb:HMDB12639
cpd:C03582	hmdb:HMDB03747
cpd:C03592	hmdb:HMDB02224
cpd:C03594	hmdb:HMDB01496
cpd:C03594	hmdb:HMDB59592
cpd:C03595	hmdb:HMDB60185
cpd:C03626	hmdb:HMDB01539
cpd:C03640	hmdb:HMDB06482
cpd:C03642	hmdb:HMDB02580
cpd:C03646	hmdb:HMDB38458
cpd:C03648	hmdb:HMDB32322
cpd:C03656	hmdb:HMDB12131
cpd:C03659	hmdb:HMDB31437
cpd:C03661	hmdb:HMDB11729
cpd:C03663	hmdb:HMDB29659
cpd:C03664	hmdb:HMDB41797
cpd:C03665	hmdb:HMDB01906
cpd:C03672	hmdb:HMDB00755
cpd:C03680	hmdb:HMDB01014
cpd:C03681	hmdb:HMDB03759
cpd:C03681	hmdb:HMDB59652
cpd:C03683	hmdb:HMDB33657
cpd:C03684	hmdb:HMDB01195
cpd:C03686	hmdb:HMDB30589
cpd:C03691	hmdb:HMDB12206
cpd:C03711	hmdb:HMDB01387
cpd:C03722	hmdb:HMDB00232
cpd:C03727	hmdb:HMDB29415
cpd:C03738	hmdb:HMDB36301
cpd:C03742	hmdb:HMDB60318
cpd:C03747	hmdb:HMDB00920
cpd:C03758	hmdb:HMDB00073
cpd:C03761	hmdb:HMDB00355
cpd:C03761	hmdb:HMDB59737
cpd:C03764	hmdb:HMDB32141
cpd:C03765	hmdb:HMDB03767
cpd:C03766	hmdb:HMDB29757
cpd:C03771	hmdb:HMDB04225
cpd:C03772	hmdb:HMDB03769
cpd:C03785	hmdb:HMDB06872
cpd:C03793	hmdb:HMDB01325
cpd:C03794	hmdb:HMDB00536
cpd:C03794	hmdb:HMDB59653
cpd:C03805	hmdb:HMDB11133
cpd:C03824	hmdb:HMDB01280
cpd:C03837	hmdb:HMDB32989
cpd:C03838	hmdb:HMDB02022
cpd:C03840	hmdb:HMDB30773
cpd:C03844	hmdb:HMDB34219
cpd:C03845	hmdb:HMDB06841
cpd:C03845	hmdb:HMDB59618
cpd:C03852	hmdb:HMDB00554
cpd:C03852	hmdb:HMDB60437
cpd:C03862	hmdb:HMDB00994
cpd:C03872	hmdb:HMDB31950
cpd:C03878	hmdb:HMDB00803
cpd:C03882	hmdb:HMDB29377
cpd:C03884	hmdb:HMDB29416
cpd:C03901	hmdb:HMDB59611
cpd:C03906	hmdb:HMDB12195
cpd:C03916	hmdb:HMDB02815
cpd:C03917	hmdb:HMDB02961
cpd:C03944	hmdb:HMDB30591
cpd:C03951	hmdb:HMDB35588
cpd:C03958	hmdb:HMDB60080
cpd:C03962	hmdb:HMDB32368
cpd:C03963	hmdb:HMDB30024
cpd:C03972	hmdb:HMDB12289
cpd:C03975	hmdb:HMDB00704
cpd:C03985	hmdb:HMDB36100
cpd:C03990	hmdb:HMDB00761
cpd:C03998	hmdb:HMDB59612
cpd:C04006	hmdb:HMDB00213
cpd:C04006	hmdb:HMDB06814
cpd:C04015	hmdb:HMDB00796
cpd:C04016	hmdb:HMDB00785
cpd:C04017	hmdb:HMDB00794
cpd:C04036	hmdb:HMDB07853
cpd:C04042	hmdb:HMDB03069
cpd:C04043	hmdb:HMDB03791
cpd:C04051	hmdb:HMDB03192
cpd:C04056	hmdb:HMDB03797
cpd:C04058	hmdb:HMDB01192
cpd:C04062	hmdb:HMDB06234
cpd:C04063	hmdb:HMDB06235
cpd:C04076	hmdb:HMDB59595
cpd:C04079	hmdb:HMDB06834
cpd:C04089	hmdb:HMDB12300
cpd:C04092	hmdb:HMDB01084
cpd:C04100	hmdb:HMDB10386
cpd:C04101	hmdb:HMDB39179
cpd:C04102	hmdb:HMDB10382
cpd:C04132	hmdb:HMDB00814
cpd:C04133	hmdb:HMDB06456
cpd:C04144	hmdb:HMDB12290
cpd:C04146	hmdb:HMDB01094
cpd:C04147	hmdb:HMDB60068
cpd:C04148	hmdb:HMDB06344
cpd:C04185	hmdb:HMDB01253
cpd:C04188	hmdb:HMDB00963
cpd:C04209	hmdb:HMDB29402
cpd:C04216	hmdb:HMDB12187
cpd:C04217	hmdb:HMDB12231
cpd:C04221	hmdb:HMDB01164
cpd:C04223	hmdb:HMDB36819
cpd:C04225	hmdb:HMDB06357
cpd:C04227	hmdb:HMDB04825
cpd:C04236	hmdb:HMDB12149
cpd:C04242	hmdb:HMDB60394
cpd:C04244	hmdb:HMDB02065
cpd:C04256	hmdb:HMDB01367
cpd:C04257	hmdb:HMDB01121
cpd:C04272	hmdb:HMDB12141
cpd:C04273	hmdb:HMDB34981
cpd:C04281	hmdb:HMDB01369
cpd:C04282	hmdb:HMDB02234
cpd:C04293	hmdb:HMDB30667
cpd:C04294	hmdb:HMDB32985
cpd:C04295	hmdb:HMDB03818
cpd:C04299	hmdb:HMDB01125
cpd:C04300	hmdb:HMDB10349
cpd:C04322	hmdb:HMDB01301
cpd:C04332	hmdb:HMDB03826
cpd:C04348	hmdb:HMDB01021
cpd:C04352	hmdb:HMDB01117
