KEGGID	HMDBID
cpd:C06869	hmdb:HMDB14717
cpd:C06871	hmdb:HMDB14886
cpd:C06873	hmdb:HMDB14407
cpd:C06874	hmdb:HMDB14662
cpd:C06875	hmdb:HMDB15267
cpd:C06877	hmdb:HMDB14971
cpd:C06878	hmdb:HMDB15271
cpd:C06879	hmdb:HMDB15421
cpd:C06880	hmdb:HMDB15422
cpd:C06881	hmdb:HMDB14809
cpd:C06882	hmdb:HMDB15423
cpd:C06883	hmdb:HMDB15424
cpd:C06884	hmdb:HMDB15059
cpd:C06885	hmdb:HMDB14636
cpd:C06886	hmdb:HMDB15425
cpd:C06887	hmdb:HMDB15426
cpd:C06888	hmdb:HMDB15281
cpd:C06889	hmdb:HMDB14582
cpd:C06890	hmdb:HMDB15427
cpd:C06894	hmdb:HMDB15244
cpd:C06895	hmdb:HMDB14707
cpd:C06896	hmdb:HMDB15270
cpd:C06896	hmdb:HMDB30451
cpd:C06897	hmdb:HMDB15428
cpd:C06900	hmdb:HMDB14436
cpd:C06902	hmdb:HMDB15016
cpd:C06905	hmdb:HMDB01944
cpd:C06906	hmdb:HMDB14620
cpd:C06909	hmdb:HMDB14513
cpd:C06910	hmdb:HMDB14742
cpd:C06911	hmdb:HMDB14656
cpd:C06912	hmdb:HMDB15342
cpd:C06913	hmdb:HMDB14428
cpd:C06914	hmdb:HMDB15321
cpd:C06915	hmdb:HMDB14983
cpd:C06916	hmdb:HMDB14774
cpd:C06917	hmdb:HMDB15020
cpd:C06918	hmdb:HMDB15372
cpd:C06921	hmdb:HMDB14766
cpd:C06922	hmdb:HMDB01922
cpd:C06923	hmdb:HMDB15278
cpd:C06924	hmdb:HMDB14507
cpd:C06925	hmdb:HMDB14519
cpd:C06928	hmdb:HMDB15138
cpd:C06930	hmdb:HMDB15307
cpd:C06931	hmdb:HMDB15060
cpd:C06932	hmdb:HMDB15114
cpd:C06935	hmdb:HMDB14578
cpd:C06938	hmdb:HMDB02835
cpd:C06939	hmdb:HMDB15350
cpd:C06940	hmdb:HMDB14884
cpd:C06941	hmdb:HMDB14843
cpd:C06943	hmdb:HMDB15282
cpd:C06944	hmdb:HMDB14260
cpd:C06947	hmdb:HMDB01920
cpd:C06948	hmdb:HMDB14967
cpd:C06949	hmdb:HMDB15251
cpd:C06950	hmdb:HMDB14628
cpd:C06951	hmdb:HMDB14942
cpd:C06952	hmdb:HMDB14644
cpd:C06953	hmdb:HMDB15037
cpd:C06954	hmdb:HMDB15072
cpd:C06955	hmdb:HMDB15468
cpd:C06956	hmdb:HMDB01917
cpd:C06957	hmdb:HMDB15203
cpd:C06958	hmdb:HMDB14487
cpd:C06960	hmdb:HMDB01927
cpd:C06961	hmdb:HMDB15361
cpd:C06963	hmdb:HMDB14592
cpd:C06965	hmdb:HMDB14425
cpd:C06967	hmdb:HMDB14979
cpd:C06969	hmdb:HMDB15007
cpd:C06970	hmdb:HMDB14728
cpd:C06971	hmdb:HMDB15273
cpd:C06972	hmdb:HMDB14613
cpd:C06972	hmdb:HMDB41865
cpd:C06973	hmdb:HMDB14399
cpd:C06975	hmdb:HMDB15190
cpd:C06976	hmdb:HMDB15145
cpd:C06977	hmdb:HMDB14722
cpd:C06978	hmdb:HMDB15359
cpd:C06979	hmdb:HMDB14610
cpd:C06980	hmdb:HMDB14333
cpd:C06981	hmdb:HMDB15346
cpd:C06984	hmdb:HMDB14474
cpd:C06988	hmdb:HMDB59785
cpd:C06990	hmdb:HMDB41855
cpd:C06991	hmdb:HMDB14887
cpd:C06997	hmdb:HMDB14713
cpd:C06999	hmdb:HMDB05030
cpd:C07001	hmdb:HMDB15326
cpd:C07004	hmdb:HMDB14825
cpd:C07005	hmdb:HMDB14326
cpd:C07007	hmdb:HMDB15181
cpd:C07010	hmdb:HMDB14761
cpd:C07014	hmdb:HMDB15227
cpd:C07016	hmdb:HMDB14635
cpd:C07017	hmdb:HMDB01933
cpd:C07020	hmdb:HMDB15371
cpd:C07022	hmdb:HMDB15151
cpd:C07023	hmdb:HMDB15026
cpd:C07034	hmdb:HMDB14767
cpd:C07035	hmdb:HMDB14371
cpd:C07036	hmdb:HMDB15301
cpd:C07037	hmdb:HMDB15153
cpd:C07040	hmdb:HMDB15400
cpd:C07041	hmdb:HMDB01928
cpd:C07042	hmdb:HMDB14472
cpd:C07043	hmdb:HMDB15549
cpd:C07044	hmdb:HMDB15140
cpd:C07045	hmdb:HMDB14697
cpd:C07047	hmdb:HMDB15312
cpd:C07049	hmdb:HMDB01848
cpd:C07051	hmdb:HMDB14369
cpd:C07052	hmdb:HMDB14476
cpd:C07053	hmdb:HMDB14366
cpd:C07054	hmdb:HMDB15086
cpd:C07055	hmdb:HMDB15562
cpd:C07056	hmdb:HMDB15197
cpd:C07058	hmdb:HMDB06219
cpd:C07062	hmdb:HMDB14608
cpd:C07063	hmdb:HMDB14736
cpd:C07064	hmdb:HMDB00740
cpd:C07065	hmdb:HMDB14847
cpd:C07069	hmdb:HMDB14647
cpd:C07070	hmdb:HMDB14986
cpd:C07072	hmdb:HMDB14816
cpd:C07073	hmdb:HMDB14426
cpd:C07074	hmdb:HMDB14372
cpd:C07075	hmdb:HMDB14575
cpd:C07078	hmdb:HMDB15113
cpd:C07079	hmdb:HMDB15337
cpd:C07080	hmdb:HMDB04999
cpd:C07083	hmdb:HMDB34240
cpd:C07086	hmdb:HMDB00209
cpd:C07092	hmdb:HMDB41971
cpd:C07104	hmdb:HMDB14552
cpd:C07107	hmdb:HMDB15069
cpd:C07108	hmdb:HMDB14813
cpd:C07111	hmdb:HMDB59905
cpd:C07112	hmdb:HMDB32619
cpd:C07113	hmdb:HMDB33910
cpd:C07115	hmdb:HMDB15025
cpd:C07116	hmdb:HMDB14875
cpd:C07117	hmdb:HMDB15074
cpd:C07119	hmdb:HMDB01939
cpd:C07120	hmdb:HMDB14495
cpd:C07122	hmdb:HMDB15176
cpd:C07124	hmdb:HMDB14844
cpd:C07125	hmdb:HMDB14376
cpd:C07127	hmdb:HMDB15293
cpd:C07128	hmdb:HMDB14597
cpd:C07129	hmdb:HMDB15009
cpd:C07130	hmdb:HMDB01889
cpd:C07131	hmdb:HMDB14868
cpd:C07132	hmdb:HMDB14516
cpd:C07139	hmdb:HMDB15545
cpd:C07140	hmdb:HMDB14353
cpd:C07141	hmdb:HMDB14517
cpd:C07142	hmdb:HMDB15189
cpd:C07143	hmdb:HMDB15068
cpd:C07144	hmdb:HMDB14954
cpd:C07146	hmdb:HMDB14748
cpd:C07147	hmdb:HMDB14935
cpd:C07148	hmdb:HMDB15256
cpd:C07149	hmdb:HMDB14643
cpd:C07151	hmdb:HMDB01921
cpd:C07153	hmdb:HMDB14339
cpd:C07155	hmdb:HMDB14890
cpd:C07156	hmdb:HMDB14794
cpd:C07163	hmdb:HMDB14477
cpd:C07164	hmdb:HMDB15517
cpd:C07168	hmdb:HMDB14969
cpd:C07171	hmdb:HMDB14520
cpd:C07172	hmdb:HMDB15376
cpd:C07174	hmdb:HMDB15248
cpd:C07175	hmdb:HMDB15038
cpd:C07177	hmdb:HMDB15541
cpd:C07178	hmdb:HMDB14800
cpd:C07180	hmdb:HMDB14930
cpd:C07184	hmdb:HMDB14716
cpd:C07185	hmdb:HMDB01877
cpd:C07187	hmdb:HMDB05016
cpd:C07188	hmdb:HMDB01850
cpd:C07190	hmdb:HMDB14901
cpd:C07192	hmdb:HMDB15474
cpd:C07194	hmdb:HMDB11754
cpd:C07195	hmdb:HMDB14340
cpd:C07196	hmdb:HMDB14566
cpd:C07198	hmdb:HMDB15655
cpd:C07199	hmdb:HMDB14392
cpd:C07201	hmdb:HMDB14710
cpd:C07202	hmdb:HMDB01932
cpd:C07203	hmdb:HMDB15052
cpd:C07204	hmdb:HMDB14681
cpd:C07205	hmdb:HMDB15146
cpd:C07206	hmdb:HMDB14689
cpd:C07207	hmdb:HMDB15078
cpd:C07208	hmdb:HMDB59810
cpd:C07209	hmdb:HMDB29637
cpd:C07210	hmdb:HMDB14638
cpd:C07212	hmdb:HMDB59851
cpd:C07214	hmdb:HMDB29636
cpd:C07215	hmdb:HMDB02340
cpd:C07218	hmdb:HMDB14460
cpd:C07219	hmdb:HMDB05023
cpd:C07220	hmdb:HMDB14523
cpd:C07221	hmdb:HMDB15083
cpd:C07224	hmdb:HMDB14380
cpd:C07225	hmdb:HMDB15152
cpd:C07228	hmdb:HMDB14624
cpd:C07230	hmdb:HMDB15555
cpd:C07231	hmdb:HMDB15574
cpd:C07235	hmdb:HMDB14753
cpd:C07236	hmdb:HMDB14621
cpd:C07239	hmdb:HMDB15005
cpd:C07240	hmdb:HMDB14646
cpd:C07241	hmdb:HMDB15073
cpd:C07245	hmdb:HMDB15171
cpd:C07246	hmdb:HMDB05010
cpd:C07247	hmdb:HMDB15237
cpd:C07250	hmdb:HMDB14745
cpd:C07251	hmdb:HMDB14982
cpd:C07252	hmdb:HMDB15314
cpd:C07253	hmdb:HMDB14842
cpd:C07254	hmdb:HMDB02725
cpd:C07255	hmdb:HMDB14854
cpd:C07256	hmdb:HMDB15280
cpd:C07257	hmdb:HMDB14365
cpd:C07258	hmdb:HMDB15472
cpd:C07259	hmdb:HMDB05039
cpd:C07263	hmdb:HMDB14383
cpd:C07264	hmdb:HMDB14760
cpd:C07266	hmdb:HMDB15247
cpd:C07267	hmdb:HMDB14537
cpd:C07269	hmdb:HMDB14470
cpd:C07270	hmdb:HMDB14723
cpd:C07271	hmdb:HMDB35158
cpd:C07274	hmdb:HMDB14680
cpd:C07287	hmdb:HMDB35915
cpd:C07288	hmdb:HMDB30030
cpd:C07294	hmdb:HMDB12258
cpd:C07295	hmdb:HMDB12259
cpd:C07296	hmdb:HMDB60167
cpd:C07297	hmdb:HMDB02057
cpd:C07297	hmdb:HMDB60181
cpd:C07306	hmdb:HMDB14262
cpd:C07308	hmdb:HMDB11625
cpd:C07309	hmdb:HMDB14632
cpd:C07310	hmdb:HMDB14565
cpd:C07311	hmdb:HMDB03116
cpd:C07312	hmdb:HMDB14787
cpd:C07313	hmdb:HMDB14572
cpd:C07314	hmdb:HMDB14508
cpd:C07315	hmdb:HMDB15150
cpd:C07316	hmdb:HMDB14933
cpd:C07317	hmdb:HMDB15269
cpd:C07318	hmdb:HMDB14408
cpd:C07319	hmdb:HMDB05037
cpd:C07320	hmdb:HMDB15008
cpd:C07321	hmdb:HMDB15296
cpd:C07322	hmdb:HMDB05012
cpd:C07323	hmdb:HMDB15380
cpd:C07324	hmdb:HMDB01913
cpd:C07325	hmdb:HMDB05035
cpd:C07326	hmdb:HMDB02712
cpd:C07328	hmdb:HMDB06007
cpd:C07329	hmdb:HMDB06478
cpd:C07330	hmdb:HMDB12157
cpd:C07334	hmdb:HMDB14851
cpd:C07336	hmdb:HMDB15528
cpd:C07339	hmdb:HMDB15235
cpd:C07341	hmdb:HMDB15228
cpd:C07342	hmdb:HMDB15420
cpd:C07343	hmdb:HMDB01295
cpd:C07344	hmdb:HMDB01091
cpd:C07346	hmdb:HMDB14759
cpd:C07350	hmdb:HMDB33798
cpd:C07356	hmdb:HMDB15126
cpd:C07359	hmdb:HMDB14980
cpd:C07360	hmdb:HMDB15195
cpd:C07362	hmdb:HMDB14381
cpd:C07363	hmdb:HMDB15070
cpd:C07366	hmdb:HMDB15527
cpd:C07367	hmdb:HMDB15191
cpd:C07368	hmdb:HMDB14600
cpd:C07369	hmdb:HMDB14998
cpd:C07370	hmdb:HMDB14773
cpd:C07371	hmdb:HMDB14932
cpd:C07372	hmdb:HMDB15166
cpd:C07373	hmdb:HMDB15537
cpd:C07375	hmdb:HMDB14859
cpd:C07378	hmdb:HMDB14531
cpd:C07379	hmdb:HMDB14564
cpd:C07381	hmdb:HMDB15313
cpd:C07383	hmdb:HMDB14945
cpd:C07391	hmdb:HMDB14350
cpd:C07394	hmdb:HMDB15360
cpd:C07395	hmdb:HMDB14427
cpd:C07397	hmdb:HMDB05021
cpd:C07398	hmdb:HMDB15019
cpd:C07400	hmdb:HMDB14871
cpd:C07401	hmdb:HMDB15169
cpd:C07402	hmdb:HMDB15299
cpd:C07403	hmdb:HMDB14577
cpd:C07404	hmdb:HMDB15202
cpd:C07405	hmdb:HMDB14915
cpd:C07406	hmdb:HMDB14785
cpd:C07407	hmdb:HMDB01849
cpd:C07408	hmdb:HMDB14488
cpd:C07410	hmdb:HMDB14685
cpd:C07411	hmdb:HMDB14755
cpd:C07413	hmdb:HMDB15462
cpd:C07414	hmdb:HMDB15563
cpd:C07415	hmdb:HMDB14853
cpd:C07416	hmdb:HMDB15447
cpd:C07417	hmdb:HMDB14444
cpd:C07418	hmdb:HMDB14997
cpd:C07420	hmdb:HMDB14876
cpd:C07421	hmdb:HMDB14790
cpd:C07422	hmdb:HMDB14457
cpd:C07424	hmdb:HMDB14944
cpd:C07425	hmdb:HMDB15317
cpd:C07427	hmdb:HMDB14988
cpd:C07428	hmdb:HMDB15253
cpd:C07429	hmdb:HMDB15506
cpd:C07430	hmdb:HMDB14918
cpd:C07432	hmdb:HMDB14968
cpd:C07434	hmdb:HMDB15305
cpd:C07435	hmdb:HMDB15061
cpd:C07437	hmdb:HMDB14970
cpd:C07438	hmdb:HMDB14337
cpd:C07440	hmdb:HMDB14950
cpd:C07441	hmdb:HMDB02182
cpd:C07443	hmdb:HMDB14397
cpd:C07445	hmdb:HMDB15095
cpd:C07446	hmdb:HMDB60665
cpd:C07447	hmdb:HMDB60428
cpd:C07450	hmdb:HMDB14771
cpd:C07451	hmdb:HMDB41938
cpd:C07452	hmdb:HMDB14835
cpd:C07453	hmdb:HMDB32020
cpd:C07453	hmdb:HMDB41888
cpd:C07455	hmdb:HMDB14865
cpd:C07456	hmdb:HMDB15021
cpd:C07457	hmdb:HMDB01382
cpd:C07457	hmdb:HMDB15550
cpd:C07458	hmdb:HMDB14404
cpd:C07459	hmdb:HMDB15275
cpd:C07461	hmdb:HMDB15018
cpd:C07463	hmdb:HMDB14486
cpd:C07465	hmdb:HMDB14357
cpd:C07467	hmdb:HMDB15014
cpd:C07468	hmdb:HMDB14934
cpd:C07469	hmdb:HMDB15163
cpd:C07471	hmdb:HMDB15654
cpd:C07473	hmdb:HMDB29936
cpd:C07474	hmdb:HMDB15217
cpd:C07480	hmdb:HMDB02825
cpd:C07481	hmdb:HMDB01847
cpd:C07482	hmdb:HMDB14614
cpd:C07484	hmdb:HMDB15097
cpd:C07487	hmdb:HMDB15534
cpd:C07489	hmdb:HMDB15505
cpd:C07490	hmdb:HMDB41796
cpd:C07492	hmdb:HMDB14914
cpd:C07493	hmdb:HMDB60676
cpd:C07495	hmdb:HMDB60674
cpd:C07496	hmdb:HMDB60658
cpd:C07497	hmdb:HMDB14910
cpd:C07500	hmdb:HMDB15212
cpd:C07501	hmdb:HMDB15084
cpd:C07502	hmdb:HMDB05034
cpd:C07503	hmdb:HMDB15042
cpd:C07504	hmdb:HMDB15045
cpd:C07505	hmdb:HMDB14731
cpd:C07506	hmdb:HMDB14920
cpd:C07508	hmdb:HMDB14808
cpd:C07511	hmdb:HMDB14795
cpd:C07513	hmdb:HMDB14861
cpd:C07514	hmdb:HMDB12128
cpd:C07514	hmdb:HMDB14328
cpd:C07515	hmdb:HMDB15290
cpd:C07516	hmdb:HMDB14373
cpd:C07517	hmdb:HMDB15162
cpd:C07518	hmdb:HMDB14891
cpd:C07519	hmdb:HMDB15320
cpd:C07520	hmdb:HMDB15366
cpd:C07521	hmdb:HMDB14737
cpd:C07522	hmdb:HMDB14437
cpd:C07523	hmdb:HMDB14956
cpd:C07524	hmdb:HMDB14821
cpd:C07525	hmdb:HMDB15352
cpd:C07527	hmdb:HMDB04992
cpd:C07528	hmdb:HMDB15096
cpd:C07529	hmdb:HMDB14442
cpd:C07531	hmdb:HMDB14888
cpd:C07532	hmdb:HMDB14441
cpd:C07534	hmdb:HMDB01926
cpd:C07536	hmdb:HMDB15440
cpd:C07537	hmdb:HMDB15509
cpd:C07538	hmdb:HMDB15003
cpd:C07539	hmdb:HMDB15493
cpd:C07543	hmdb:HMDB15383
cpd:C07544	hmdb:HMDB14834
cpd:C07546	hmdb:HMDB14347
cpd:C07547	hmdb:HMDB15330
cpd:C07548	hmdb:HMDB14870
cpd:C07549	hmdb:HMDB15266
cpd:C07550	hmdb:HMDB15357
cpd:C07551	hmdb:HMDB15430
cpd:C07553	hmdb:HMDB15432
cpd:C07554	hmdb:HMDB15431
cpd:C07556	hmdb:HMDB14866
cpd:C07561	hmdb:HMDB31330
cpd:C07564	hmdb:HMDB14413
cpd:C07565	hmdb:HMDB01250
cpd:C07566	hmdb:HMDB15232
cpd:C07567	hmdb:HMDB15618
cpd:C07568	hmdb:HMDB14391
cpd:C07569	hmdb:HMDB14690
cpd:C07570	hmdb:HMDB14514
cpd:C07571	hmdb:HMDB14322
cpd:C07572	hmdb:HMDB05038
cpd:C07574	hmdb:HMDB39116
cpd:C07584	hmdb:HMDB14641
cpd:C07585	hmdb:HMDB41821
cpd:C07586	hmdb:HMDB15173
cpd:C07587	hmdb:HMDB15470
cpd:C07588	hmdb:HMDB00840
cpd:C07589	hmdb:HMDB05014
cpd:C07592	hmdb:HMDB15466
cpd:C07593	hmdb:HMDB34436
cpd:C07597	hmdb:HMDB41894
cpd:C07598	hmdb:HMDB14706
cpd:C07599	hmdb:HMDB00786
cpd:C07600	hmdb:HMDB33963
cpd:C07601	hmdb:HMDB36862
cpd:C07602	hmdb:HMDB36861
cpd:C07603	hmdb:HMDB36860
cpd:C07604	hmdb:HMDB29605
cpd:C07605	hmdb:HMDB36735
cpd:C07606	hmdb:HMDB34271
cpd:C07607	hmdb:HMDB14782
cpd:C07608	hmdb:HMDB30463
cpd:C07610	hmdb:HMDB30583
cpd:C07612	hmdb:HMDB41916
cpd:C07613	hmdb:HMDB14804
cpd:C07615	hmdb:HMDB14533
cpd:C07617	hmdb:HMDB14501
cpd:C07618	hmdb:HMDB15446
cpd:C07619	hmdb:HMDB15579
cpd:C07620	hmdb:HMDB14400
cpd:C07622	hmdb:HMDB14720
cpd:C07624	hmdb:HMDB15182
cpd:C07625	hmdb:HMDB14746
cpd:C07626	hmdb:HMDB14751
cpd:C07627	hmdb:HMDB15219
cpd:C07629	hmdb:HMDB14449
cpd:C07630	hmdb:HMDB15413
cpd:C07631	hmdb:HMDB15263
cpd:C07632	hmdb:HMDB00383
cpd:C07632	hmdb:HMDB00495
cpd:C07633	hmdb:HMDB14502
cpd:C07634	hmdb:HMDB15349
cpd:C07635	hmdb:HMDB00365
cpd:C07637	hmdb:HMDB15684
cpd:C07641	hmdb:HMDB15576
cpd:C07643	hmdb:HMDB13856
cpd:C07644	hmdb:HMDB60686
cpd:C07645	hmdb:HMDB60433
cpd:C07646	hmdb:HMDB60687
cpd:C07647	hmdb:HMDB60689
cpd:C07648	hmdb:HMDB14496
cpd:C07649	hmdb:HMDB14684
cpd:C07650	hmdb:HMDB14584
cpd:C07652	hmdb:HMDB14972
cpd:C07653	hmdb:HMDB14642
cpd:C07654	hmdb:HMDB15066
cpd:C07657	hmdb:HMDB15090
cpd:C07658	hmdb:HMDB14503
cpd:C07660	hmdb:HMDB01929
cpd:C07661	hmdb:HMDB15178
cpd:C07662	hmdb:HMDB15339
cpd:C07663	hmdb:HMDB14363
cpd:C07664	hmdb:HMDB14823
cpd:C07665	hmdb:HMDB14747
cpd:C07666	hmdb:HMDB14395
cpd:C07667	hmdb:HMDB40723
cpd:C07668	hmdb:HMDB15099
cpd:C07669	hmdb:HMDB14367
cpd:C07670	hmdb:HMDB15048
cpd:C07673	hmdb:HMDB15050
cpd:C07675	hmdb:HMDB15264
cpd:C07693	hmdb:HMDB14938
cpd:C07699	hmdb:HMDB14545
cpd:C07704	hmdb:HMDB14829
cpd:C07706	hmdb:HMDB14928
cpd:C07708	hmdb:HMDB14634
cpd:C07710	hmdb:HMDB15101
cpd:C07711	hmdb:HMDB06500
cpd:C07712	hmdb:HMDB06226
cpd:C07712	hmdb:HMDB60508
cpd:C07713	hmdb:HMDB15187
cpd:C07714	hmdb:HMDB15155
cpd:C07736	hmdb:HMDB15210
cpd:C07743	hmdb:HMDB14818
cpd:C07750	hmdb:HMDB15170
cpd:C07751	hmdb:HMDB14349
cpd:C07752	hmdb:HMDB01915
cpd:C07753	hmdb:HMDB14453
cpd:C07758	hmdb:HMDB14580
cpd:C07759	hmdb:HMDB14702
cpd:C07760	hmdb:HMDB15325
cpd:C07761	hmdb:HMDB14599
cpd:C07763	hmdb:HMDB14912
cpd:C07764	hmdb:HMDB14841
cpd:C07765	hmdb:HMDB14377
cpd:C07766	hmdb:HMDB15419
cpd:C07767	hmdb:HMDB15156
cpd:C07768	hmdb:HMDB15107
cpd:C07771	hmdb:HMDB15544
cpd:C07773	hmdb:HMDB15254
cpd:C07774	hmdb:HMDB14857
cpd:C07777	hmdb:HMDB14498
cpd:C07778	hmdb:HMDB05032
cpd:C07785	hmdb:HMDB15216
cpd:C07789	hmdb:HMDB14906
cpd:C07790	hmdb:HMDB15556
cpd:C07792	hmdb:HMDB15087
cpd:C07798	hmdb:HMDB14465
cpd:C07805	hmdb:HMDB15118
cpd:C07807	hmdb:HMDB15407
cpd:C07809	hmdb:HMDB15279
cpd:C07813	hmdb:HMDB14538
cpd:C07816	hmdb:HMDB14902
cpd:C07818	hmdb:HMDB15591
cpd:C07819	hmdb:HMDB14789
cpd:C07825	hmdb:HMDB15336
cpd:C07826	hmdb:HMDB15441
cpd:C07827	hmdb:HMDB14382
cpd:C07829	hmdb:HMDB14987
cpd:C07832	hmdb:HMDB15165
cpd:C07833	hmdb:HMDB14335
cpd:C07834	hmdb:HMDB32456
cpd:C07837	hmdb:HMDB15344
cpd:C07839	hmdb:HMDB14892
cpd:C07840	hmdb:HMDB15417
cpd:C07841	hmdb:HMDB15333
cpd:C07844	hmdb:HMDB14617
cpd:C07846	hmdb:HMDB15285
cpd:C07849	hmdb:HMDB15075
cpd:C07851	hmdb:HMDB14527
cpd:C07852	hmdb:HMDB41999
cpd:C07853	hmdb:HMDB14909
cpd:C07861	hmdb:HMDB14648
cpd:C07864	hmdb:HMDB05026
cpd:C07866	hmdb:HMDB14895
cpd:C07868	hmdb:HMDB15363
cpd:C07870	hmdb:HMDB15408
cpd:C07872	hmdb:HMDB15213
cpd:C07874	hmdb:HMDB32386
cpd:C07877	hmdb:HMDB15292
cpd:C07879	hmdb:HMDB14668
cpd:C07880	hmdb:HMDB00946
cpd:C07881	hmdb:HMDB14783
cpd:C07884	hmdb:HMDB15516
cpd:C07886	hmdb:HMDB14627
cpd:C07887	hmdb:HMDB15137
cpd:C07888	hmdb:HMDB14672
cpd:C07889	hmdb:HMDB15452
cpd:C07890	hmdb:HMDB14356
cpd:C07904	hmdb:HMDB15519
cpd:C07905	hmdb:HMDB15229
cpd:C07908	hmdb:HMDB14826
cpd:C07910	hmdb:HMDB15175
cpd:C07913	hmdb:HMDB15640
cpd:C07914	hmdb:HMDB15341
cpd:C07915	hmdb:HMDB15345
cpd:C07919	hmdb:HMDB15429
cpd:C07921	hmdb:HMDB14903
cpd:C07927	hmdb:HMDB14539
cpd:C07928	hmdb:HMDB14994
cpd:C07931	hmdb:HMDB14500
cpd:C07934	hmdb:HMDB14798
cpd:C07935	hmdb:HMDB15304
cpd:C07937	hmdb:HMDB14878
cpd:C07941	hmdb:HMDB14948
cpd:C07943	hmdb:HMDB12226
cpd:C07949	hmdb:HMDB14468
cpd:C07953	hmdb:HMDB15369
cpd:C07965	hmdb:HMDB14913
cpd:C07968	hmdb:HMDB14849
cpd:C07973	hmdb:HMDB14730
cpd:C07974	hmdb:HMDB15582
cpd:C07995	hmdb:HMDB15469
cpd:C07999	hmdb:HMDB14752
cpd:C08005	hmdb:HMDB14940
cpd:C08007	hmdb:HMDB15057
cpd:C08010	hmdb:HMDB15340
cpd:C08012	hmdb:HMDB15358
cpd:C08014	hmdb:HMDB14992
cpd:C08018	hmdb:HMDB14640
cpd:C08019	hmdb:HMDB15323
cpd:C08021	hmdb:HMDB15036
cpd:C08022	hmdb:HMDB14846
cpd:C08024	hmdb:HMDB15091
cpd:C08032	hmdb:HMDB15455
cpd:C08033	hmdb:HMDB15566
cpd:C08039	hmdb:HMDB14894
cpd:C08042	hmdb:HMDB14480
cpd:C08050	hmdb:HMDB14715
cpd:C08052	hmdb:HMDB14965
cpd:C08057	hmdb:HMDB14405
cpd:C08059	hmdb:HMDB15332
cpd:C08065	hmdb:HMDB14777
cpd:C08067	hmdb:HMDB15223
cpd:C08068	hmdb:HMDB15259
cpd:C08070	hmdb:HMDB15242
cpd:C08071	hmdb:HMDB14873
cpd:C08073	hmdb:HMDB14964
cpd:C08075	hmdb:HMDB14384
cpd:C08079	hmdb:HMDB14995
cpd:C08080	hmdb:HMDB14396
cpd:C08082	hmdb:HMDB15142
cpd:C08086	hmdb:HMDB14839
cpd:C08088	hmdb:HMDB14763
cpd:C08090	hmdb:HMDB15027
cpd:C08092	hmdb:HMDB14343
cpd:C08095	hmdb:HMDB14698
cpd:C08103	hmdb:HMDB14419
cpd:C08109	hmdb:HMDB14590
cpd:C08110	hmdb:HMDB14675
cpd:C08111	hmdb:HMDB15483
cpd:C08114	hmdb:HMDB15486
cpd:C08117	hmdb:HMDB15485
cpd:C08122	hmdb:HMDB15540
cpd:C08126	hmdb:HMDB14561
cpd:C08127	hmdb:HMDB15046
cpd:C08141	hmdb:HMDB15265
cpd:C08146	hmdb:HMDB14739
cpd:C08149	hmdb:HMDB14511
cpd:C08154	hmdb:HMDB15694
cpd:C08155	hmdb:HMDB15119
cpd:C08157	hmdb:HMDB05814
cpd:C08158	hmdb:HMDB15489
cpd:C08159	hmdb:HMDB15348
cpd:C08160	hmdb:HMDB15260
cpd:C08162	hmdb:HMDB15125
cpd:C08163	hmdb:HMDB15141
cpd:C08164	hmdb:HMDB14803
cpd:C08166	hmdb:HMDB14679
cpd:C08169	hmdb:HMDB14952
cpd:C08173	hmdb:HMDB15459
cpd:C08187	hmdb:HMDB14393
cpd:C08230	hmdb:HMDB02308
cpd:C08230	hmdb:HMDB14345
cpd:C08233	hmdb:HMDB15022
cpd:C08239	hmdb:HMDB34072
cpd:C08243	hmdb:HMDB11730
cpd:C08244	hmdb:HMDB29523
cpd:C08248	hmdb:HMDB38871
cpd:C08251	hmdb:HMDB33748
cpd:C08255	hmdb:HMDB33750
cpd:C08257	hmdb:HMDB34221
cpd:C08261	hmdb:HMDB00784
cpd:C08262	hmdb:HMDB00718
cpd:C08265	hmdb:HMDB33592
cpd:C08267	hmdb:HMDB29615
cpd:C08269	hmdb:HMDB29412
cpd:C08270	hmdb:HMDB12251
cpd:C08271	hmdb:HMDB34266
cpd:C08272	hmdb:HMDB12245
cpd:C08276	hmdb:HMDB01527
cpd:C08277	hmdb:HMDB00792
cpd:C08278	hmdb:HMDB00893
cpd:C08279	hmdb:HMDB01470
cpd:C08280	hmdb:HMDB29428
cpd:C08281	hmdb:HMDB00944
cpd:C08283	hmdb:HMDB33433
cpd:C08284	hmdb:HMDB34326
cpd:C08285	hmdb:HMDB37798
cpd:C08287	hmdb:HMDB29427
cpd:C08289	hmdb:HMDB30376
cpd:C08295	hmdb:HMDB29441
cpd:C08298	hmdb:HMDB30412
cpd:C08299	hmdb:HMDB41842
cpd:C08302	hmdb:HMDB05973
cpd:C08304	hmdb:HMDB35762
cpd:C08305	hmdb:HMDB33952
cpd:C08306	hmdb:HMDB32323
cpd:C08307	hmdb:HMDB30461
cpd:C08308	hmdb:HMDB30459
cpd:C08309	hmdb:HMDB02004
cpd:C08312	hmdb:HMDB42000
cpd:C08313	hmdb:HMDB00466
cpd:C08316	hmdb:HMDB02068
cpd:C08317	hmdb:HMDB02059
cpd:C08320	hmdb:HMDB02003
