CHEBIID	KEGGID
chebi:38291	cpd:C01023
chebi:9169	cpd:C00494
chebi:7507	cpd:C00384
chebi:65098	cpd:C17589
chebi:65109	cpd:C01559
chebi:65108	cpd:C18005
chebi:65110	cpd:C17586
chebi:65112	cpd:C17585
chebi:45257	cpd:C01759
chebi:81419	cpd:C17968
chebi:86409	cpd:C17974
chebi:27371	cpd:C08258
chebi:37600	cpd:C08259
chebi:4454	cpd:C01688
chebi:81194	cpd:C17574
chebi:81195	cpd:C17575
chebi:81196	cpd:C17576
chebi:81198	cpd:C17578
chebi:81418	cpd:C17967
chebi:81424	cpd:C17973
chebi:144407	cpd:C02856
chebi:111	cpd:C08257
chebi:81192	cpd:C17572
chebi:81197	cpd:C17577
chebi:17522	cpd:C00717
chebi:48299	cpd:C00503
chebi:48300	cpd:C16884
chebi:17113	cpd:C00503
chebi:17702	cpd:C01569
chebi:8029	cpd:C08255
chebi:10017	cpd:C08260
chebi:2431	cpd:C08468
chebi:16813	cpd:C01697
chebi:16813	cpd:C01697
chebi:17459	cpd:C01489
chebi:18202	cpd:C01507
chebi:16899	cpd:C00392
chebi:49182	cpd:C16538
chebi:17924	cpd:C00794
chebi:16070	cpd:C07326
chebi:16070	cpd:C07326
chebi:28789	cpd:C01722
chebi:27527	cpd:C05399
chebi:17151	cpd:C00379
chebi:18333	cpd:C01904
chebi:18403	cpd:C00532
chebi:18403	cpd:C00532
chebi:15963	cpd:C00474
chebi:17601	cpd:C04332
chebi:17601	cpd:C04332
chebi:27581	cpd:C05995
chebi:543841	cpd:C10558
chebi:16413	cpd:C02497
chebi:28975	cpd:C06599
chebi:15565	cpd:C04592
chebi:15565	cpd:C04592
chebi:61462	cpd:C12622
chebi:23310	cpd:C18238
chebi:10471	cpd:C11456
chebi:80525	cpd:C16483
chebi:80526	cpd:C16484
chebi:30742	cpd:C15588
chebi:30742	cpd:C01380
chebi:50014	cpd:C16015
chebi:16931	cpd:C03739
chebi:16931	cpd:C03739
chebi:32329	cpd:C12313
chebi:15662	cpd:C04433
chebi:27636	cpd:C01506
chebi:16997	cpd:C00583
chebi:28972	cpd:C02912
chebi:29002	cpd:C02917
chebi:3642	cpd:C07928
chebi:44630	cpd:C14218
chebi:34056	cpd:C14273
chebi:18721	cpd:C18676
chebi:4728	cpd:C07819
chebi:27670	cpd:C04597
chebi:16109	cpd:C02457
chebi:7956	cpd:C07417
chebi:51007	cpd:C07084
chebi:28980	cpd:C07084
chebi:3086	cpd:C08618
chebi:72765	cpd:C20045
chebi:29700	cpd:C12000
chebi:29491	cpd:C12001
chebi:16843	cpd:C06727
chebi:15372	cpd:C00272
chebi:15372	cpd:C00272
chebi:59560	cpd:C00272
chebi:7268	cpd:C02852
chebi:8006	cpd:C04394
chebi:10393	cpd:C04819
chebi:8870	cpd:C09715
chebi:3060	cpd:C09817
chebi:1826	cpd:C11446
chebi:1531	cpd:C11462
chebi:29478	cpd:C11947
chebi:29670	cpd:C12008
chebi:29555	cpd:C12035
chebi:29554	cpd:C12036
chebi:29657	cpd:C12053
chebi:34884	cpd:C14116
chebi:34885	cpd:C14117
chebi:34882	cpd:C14118
chebi:34886	cpd:C14119
chebi:34453	cpd:C14144
chebi:34002	cpd:C14145
chebi:80182	cpd:C15925
chebi:80450	cpd:C16329
chebi:80454	cpd:C16333
chebi:80458	cpd:C16337
chebi:80482	cpd:C16388
chebi:80512	cpd:C16469
chebi:81017	cpd:C17343
chebi:81456	cpd:C18026
chebi:81995	cpd:C18834
chebi:28230	cpd:C01709
chebi:28775	cpd:C09755
chebi:81056	cpd:C17393
chebi:59015	cpd:C16422
chebi:59016	cpd:C09806
chebi:27725	cpd:C09614
chebi:3244	cpd:C09616
chebi:17846	cpd:C00509
chebi:28327	cpd:C09099
chebi:28705	cpd:C09793
chebi:28819	cpd:C09789
chebi:28927	cpd:C09833
chebi:81054	cpd:C17391
chebi:50207	cpd:C18023
chebi:50208	cpd:C18024
chebi:50209	cpd:C18053
chebi:27552	cpd:C05334
chebi:66773	cpd:C09830
chebi:80529	cpd:C16492
chebi:80809	cpd:C16940
chebi:81267	cpd:C17675
chebi:2156	cpd:C09724
chebi:28709	cpd:C09732
chebi:66150	cpd:C17446
chebi:74960	cpd:C09756
chebi:78026	cpd:C16232
chebi:7502	cpd:C09805
chebi:81093	cpd:C17444
chebi:28412	cpd:C05631
chebi:81163	cpd:C17531
chebi:48026	cpd:C05911
chebi:34483	cpd:C14290
chebi:27590	cpd:C04007
chebi:79985	cpd:C15579
chebi:34471	cpd:C14221
chebi:34361	cpd:C14241
chebi:48022	cpd:C15204
chebi:79465	cpd:C14940
chebi:79542	cpd:C15019
chebi:79520	cpd:C14997
chebi:80491	cpd:C16419
chebi:8222	cpd:C09828
chebi:28157	cpd:C09827
chebi:5368	cpd:C09752
chebi:79493	cpd:C14969
chebi:4631	cpd:C10039
chebi:5754	cpd:C10457
chebi:9199	cpd:C08719
chebi:9292	cpd:C09939
chebi:48039	cpd:C15570
chebi:80490	cpd:C16418
chebi:74812	cpd:C12124
chebi:29620	cpd:C12122
chebi:5066	cpd:C09735
chebi:2507	cpd:C09320
chebi:2244	cpd:C09646
chebi:9443	cpd:C09970
chebi:2929	cpd:C09478
chebi:3185	cpd:C09505
chebi:4536	cpd:C09636
chebi:15605	cpd:C02345
chebi:15605	cpd:C02345
chebi:23053	cpd:C17590
chebi:15600	cpd:C06562
chebi:28117	cpd:C09617
chebi:31028	cpd:C12128
chebi:33992	cpd:C14079
chebi:3702	cpd:C10217
chebi:81325	cpd:C17772
chebi:81326	cpd:C17773
chebi:81327	cpd:C17774
chebi:81328	cpd:C17775
chebi:81329	cpd:C17776
chebi:81330	cpd:C17777
chebi:15335	cpd:C01470
chebi:15335	cpd:C01470
chebi:27825	cpd:C04444
chebi:15932	cpd:C04858
chebi:15932	cpd:C04858
chebi:543745	cpd:C19807
chebi:10043	cpd:C10197
chebi:4932	cpd:C10040
chebi:31143	cpd:C12629
chebi:16778	cpd:C04608
chebi:31227	cpd:C12627
chebi:29503	cpd:C12123
chebi:75095	cpd:C10028
chebi:2155	cpd:C11573
chebi:2161	cpd:C11324
chebi:2185	cpd:C11574
chebi:2321	cpd:C11575
chebi:2305	cpd:C11325
chebi:3684	cpd:C10029
chebi:75439	cpd:C08064
chebi:75718	cpd:C10046
chebi:70007	cpd:C10117
chebi:35047	cpd:C14476
chebi:34359	cpd:C14344
chebi:2304	cpd:C11578
chebi:8410	cpd:C10121
chebi:1602	cpd:C11577
chebi:81336	cpd:C17784
chebi:79619	cpd:C15100
chebi:9395	cpd:C10189
chebi:81360	cpd:C17834
chebi:81337	cpd:C17785
chebi:2302	cpd:C11579
chebi:3613	cpd:C10027
chebi:3689	cpd:C10030
chebi:3718	cpd:C10032
chebi:5326	cpd:C10047
chebi:9061	cpd:C10183
chebi:9024	cpd:C10180
chebi:8878	cpd:C10178
chebi:7545	cpd:C10111
chebi:7513	cpd:C10110
chebi:16400	cpd:C04109
chebi:28086	cpd:C10050
chebi:28018	cpd:C04527
chebi:28018	cpd:C04527
chebi:5525	cpd:C10051
chebi:18152	cpd:C10107
chebi:31763	cpd:C12633
chebi:18215	cpd:C11620
chebi:70082	cpd:C10108
chebi:8695	cpd:C10122
chebi:27767	cpd:C04581
chebi:27767	cpd:C04581
chebi:18016	cpd:C04552
chebi:18016	cpd:C04552
chebi:75164	cpd:C10118
chebi:2941	cpd:C10021
chebi:3690	cpd:C10031
chebi:16243	cpd:C00389
chebi:16860	cpd:C04443
chebi:18010	cpd:C01265
chebi:6052	cpd:C10084
chebi:67492	cpd:C10188
chebi:74992	cpd:C10176
chebi:8224	cpd:C10120
chebi:9941	cpd:C10194
chebi:28299	cpd:C05623
chebi:28529	cpd:C12639
chebi:28527	cpd:C05625
chebi:68352	cpd:C05623
chebi:32081	cpd:C12637
chebi:32083	cpd:C12668
chebi:67486	cpd:C10073
chebi:17558	cpd:C01750
chebi:2945	cpd:C10022
chebi:81186	cpd:C17563
chebi:2197	cpd:C10072
chebi:5837	cpd:C10078
chebi:27673	cpd:C02806
chebi:507499	cpd:C10192
chebi:59979	cpd:C10193
chebi:75092	cpd:C10105
chebi:79553	cpd:C15031
chebi:6006	cpd:C10079
chebi:8876	cpd:C10177
chebi:7947	cpd:C10119
chebi:9062	cpd:C10184
chebi:75902	cpd:C10058
chebi:34357	cpd:C14472
chebi:79509	cpd:C14985
chebi:80895	cpd:C17056
chebi:17965	cpd:C01821
chebi:28596	cpd:C03870
chebi:9369	cpd:C10187
chebi:6553	cpd:C10102
chebi:7781	cpd:C10114
chebi:6059	cpd:C10097
chebi:75107	cpd:C10036
chebi:3421	cpd:C10026
chebi:32082	cpd:C12667
chebi:81340	cpd:C17788
chebi:5065	cpd:C10042
chebi:9131	cpd:C10185
chebi:7500	cpd:C10109
chebi:28499	cpd:C05903
chebi:6099	cpd:C10098
chebi:2301	cpd:C11580
chebi:31742	cpd:C12626
chebi:30200	cpd:C12249
chebi:31744	cpd:C12635
chebi:80790	cpd:C16911
chebi:80528	cpd:C16490
chebi:80897	cpd:C17059
chebi:81208	cpd:C17600
chebi:15864	cpd:C01514
chebi:27994	cpd:C03951
chebi:16514	cpd:C04293
chebi:18200	cpd:C05990
chebi:4630	cpd:C10038
chebi:31788	cpd:C12630
chebi:28314	cpd:C10104
chebi:42567	cpd:C10041
chebi:18388	cpd:C01477
chebi:16954	cpd:C01460
chebi:16631	cpd:C04024
chebi:32298	cpd:C12628
chebi:18330	cpd:C01714
chebi:17379	cpd:C04199
chebi:75432	cpd:C04199
chebi:75435	cpd:C16491
chebi:69814	cpd:C10195
chebi:5721	cpd:C10057
chebi:9047	cpd:C10181
chebi:1579	cpd:C05902
chebi:2769	cpd:C10019
chebi:5262	cpd:C10044
chebi:2303	cpd:C11581
chebi:2160	cpd:C11576
chebi:5380	cpd:C10049
chebi:5263	cpd:C10045
chebi:2979	cpd:C10023
chebi:2980	cpd:C10024
chebi:2382	cpd:C09982
chebi:7642	cpd:C10113
chebi:31743	cpd:C12634
chebi:9992	cpd:C10196
chebi:9582	cpd:C10191
chebi:79733	cpd:C15222
chebi:7005	cpd:C10106
chebi:81339	cpd:C17787
chebi:3719	cpd:C10033
chebi:8182	cpd:C10609
chebi:7854	cpd:C10115
chebi:7855	cpd:C10116
chebi:5078	cpd:C01495
chebi:38404	cpd:C03502
chebi:28321	cpd:C04193
chebi:27687	cpd:C04068
chebi:79510	cpd:C14986
chebi:79718	cpd:C15203
chebi:9426	cpd:C11621
chebi:79628	cpd:C15109
chebi:5353	cpd:C10048
chebi:9050	cpd:C10182
chebi:8881	cpd:C10179
chebi:2631	cpd:C10018
chebi:3960	cpd:C10034
chebi:2512	cpd:C10017
chebi:27741	cpd:C02790
chebi:63327	cpd:C20872
chebi:17155	cpd:C04385
chebi:16816	cpd:C15555
chebi:16816	cpd:C03946
chebi:52142	cpd:C15581
chebi:52143	cpd:C15582
chebi:17952	cpd:C04194
chebi:16658	cpd:C04069
chebi:52144	cpd:C15580
chebi:78420	cpd:C17555
chebi:5994	cpd:C09758
chebi:16364	cpd:C01059
chebi:16364	cpd:C01059
chebi:17681	cpd:C03056
chebi:17681	cpd:C03056
chebi:29053	cpd:C02932
chebi:16683	cpd:C03458
chebi:16540	cpd:C02502
chebi:16540	cpd:C02502
chebi:16709	cpd:C00314
chebi:16709	cpd:C00314
chebi:17382	cpd:C03996
chebi:17382	cpd:C03996
chebi:16410	cpd:C00534
chebi:16410	cpd:C00534
chebi:82213	cpd:C19091
chebi:75926	cpd:C16716
chebi:3655	cpd:C07931
chebi:5827	cpd:C11103
chebi:16713	cpd:C03975
chebi:16713	cpd:C03975
chebi:16489	cpd:C03212
chebi:16489	cpd:C03212
chebi:38028	cpd:C06554
chebi:17840	cpd:C05658
chebi:27479	cpd:C02495
chebi:28206	cpd:C02921
chebi:31064	cpd:C12135
chebi:8600	cpd:C10521
chebi:3162	cpd:C10202
chebi:12256	cpd:C15615
chebi:18174	cpd:C04074
chebi:34778	cpd:C14536
chebi:17574	cpd:C00814
chebi:28556	cpd:C12625
chebi:28751	cpd:C05376
chebi:28751	cpd:C05376
chebi:28197	cpd:C10208
chebi:28197	cpd:C10208
chebi:42202	cpd:C10216
chebi:50399	cpd:C14313
chebi:18088	cpd:C00858
chebi:7775	cpd:C10509
chebi:17678	cpd:C02920
chebi:29608	cpd:C12125
chebi:74957	cpd:C14314
chebi:27917	cpd:C10499
chebi:27917	cpd:C10498
chebi:27430	cpd:C07290
chebi:8359	cpd:C10520
chebi:8602	cpd:C10522
chebi:80393	cpd:C16226
chebi:28088	cpd:C06563
chebi:27514	cpd:C09126
chebi:70031	cpd:C12134
chebi:5304	cpd:C10420
chebi:17793	cpd:C01562
chebi:28620	cpd:C10486
chebi:69437	cpd:C10510
chebi:10038	cpd:C10542
chebi:9429	cpd:C10534
chebi:9428	cpd:C10533
chebi:2506	cpd:C10199
chebi:5963	cpd:C10465
chebi:80373	cpd:C16195
chebi:5970	cpd:C10467
chebi:69094	cpd:C17765
chebi:3081	cpd:C10201
chebi:81409	cpd:C17957
chebi:7910	cpd:C10513
chebi:8633	cpd:C10524
chebi:80896	cpd:C17057
chebi:80369	cpd:C16188
chebi:9971	cpd:C10540
chebi:69082	cpd:C16986
chebi:7732	cpd:C09956
chebi:34741	cpd:C14131
chebi:115	cpd:C10526
chebi:109	cpd:C10515
chebi:6543	cpd:C10495
chebi:7014	cpd:C10507
chebi:80392	cpd:C16225
chebi:5369	cpd:C10421
chebi:5730	cpd:C10425
chebi:6068	cpd:C09759
chebi:8234	cpd:C09829
chebi:9020	cpd:C09834
chebi:9021	cpd:C09835
chebi:3872	cpd:C10252
chebi:5511	cpd:C10260
chebi:3532	cpd:C10436
chebi:5352	cpd:C10460
chebi:2516	cpd:C10669
chebi:81314	cpd:C17749
chebi:81315	cpd:C17750
chebi:81358	cpd:C17826
chebi:81855	cpd:C18596
chebi:43419	cpd:C17662
chebi:36240	cpd:C04661
chebi:29694	cpd:C12105
chebi:34586	cpd:C14842
chebi:34588	cpd:C14844
chebi:79820	cpd:C15318
chebi:80814	cpd:C16946
chebi:80838	cpd:C16977
chebi:81057	cpd:C17394
chebi:81652	cpd:C18301
chebi:81815	cpd:C18539
chebi:28032	cpd:C10700
chebi:28565	cpd:C07724
chebi:28752	cpd:C07717
chebi:35350	cpd:C02159
chebi:59411	cpd:C15797
chebi:72330	cpd:C15796
chebi:1309	cpd:C11050
chebi:1310	cpd:C11051
chebi:81305	cpd:C17733
chebi:81307	cpd:C17735
chebi:18533	cpd:C15786
chebi:89400	cpd:C19644
chebi:15889	cpd:C00370
chebi:27727	cpd:C07632
chebi:17160	cpd:C02537
chebi:17160	cpd:C02537
chebi:16469	cpd:C00951
chebi:16469	cpd:C00951
chebi:28744	cpd:C05301
chebi:28744	cpd:C05301
chebi:16784	cpd:C03935
chebi:16784	cpd:C03935
chebi:28955	cpd:C05302
chebi:4903	cpd:C07534
chebi:8716	cpd:C07619
chebi:6784	cpd:C07618
chebi:62845	cpd:C14209
chebi:27974	cpd:C05141
chebi:79756	cpd:C15254
chebi:42309	cpd:C14392
chebi:50169	cpd:C13712
chebi:11909	cpd:C15484
chebi:62850	cpd:C14590
chebi:62851	cpd:C14485
chebi:17263	cpd:C00468
chebi:17263	cpd:C00468
chebi:4606	cpd:C07628
chebi:34386	cpd:C14210
chebi:34583	cpd:C14475
chebi:34980	cpd:C14490
chebi:34834	cpd:C14493
chebi:34135	cpd:C14552
chebi:34351	cpd:C14553
chebi:34138	cpd:C14555
chebi:34139	cpd:C14587
chebi:34183	cpd:C14588
chebi:34350	cpd:C14606
chebi:34181	cpd:C14615
chebi:34510	cpd:C14621
chebi:34158	cpd:C14627
chebi:34452	cpd:C14631
chebi:34903	cpd:C14665
chebi:34134	cpd:C14671
chebi:34140	cpd:C14683
chebi:34182	cpd:C14684
chebi:79405	cpd:C14878
chebi:79409	cpd:C14882
chebi:79410	cpd:C14883
chebi:79412	cpd:C14885
chebi:79413	cpd:C14886
chebi:79414	cpd:C14887
chebi:79417	cpd:C14890
chebi:79418	cpd:C14891
chebi:79433	cpd:C14907
chebi:79442	cpd:C14917
chebi:79450	cpd:C14925
chebi:79454	cpd:C14929
chebi:79480	cpd:C14956
chebi:79484	cpd:C14960
chebi:79485	cpd:C14961
chebi:79490	cpd:C14966
chebi:79494	cpd:C14970
chebi:79497	cpd:C14973
chebi:79501	cpd:C14977
chebi:79506	cpd:C14982
chebi:79521	cpd:C14998
chebi:79527	cpd:C15004
chebi:79533	cpd:C15010
chebi:79534	cpd:C15011
chebi:79535	cpd:C15012
chebi:79545	cpd:C15022
chebi:79547	cpd:C15024
chebi:79561	cpd:C15041
chebi:79578	cpd:C15058
chebi:79594	cpd:C15074
chebi:79610	cpd:C15091
chebi:79611	cpd:C15092
chebi:79616	cpd:C15097
chebi:79622	cpd:C15103
chebi:79624	cpd:C15105
chebi:79627	cpd:C15108
chebi:79632	cpd:C15113
chebi:79644	cpd:C15126
chebi:79656	cpd:C15138
chebi:79665	cpd:C15147
chebi:79667	cpd:C15149
chebi:79668	cpd:C15150
chebi:79676	cpd:C15158
chebi:79682	cpd:C15164
chebi:79683	cpd:C15165
chebi:79687	cpd:C15169
chebi:79701	cpd:C15184
chebi:79710	cpd:C15194
chebi:79712	cpd:C15197
chebi:79713	cpd:C15198
chebi:79714	cpd:C15199
chebi:79787	cpd:C15285
chebi:79789	cpd:C15287
chebi:79795	cpd:C15293
chebi:79805	cpd:C15303
chebi:79808	cpd:C15306
chebi:79809	cpd:C15307
chebi:79834	cpd:C15332
chebi:79837	cpd:C15335
chebi:79841	cpd:C15339
chebi:79844	cpd:C15342
chebi:79851	cpd:C15349
chebi:79854	cpd:C15352
chebi:79855	cpd:C15353
chebi:79860	cpd:C15358
chebi:79873	cpd:C15371
chebi:79878	cpd:C15376
chebi:79901	cpd:C15400
chebi:79902	cpd:C15401
chebi:79903	cpd:C15402
chebi:79906	cpd:C15405
chebi:79907	cpd:C15406
chebi:79908	cpd:C15407
chebi:79913	cpd:C15412
chebi:79934	cpd:C15434
chebi:79940	cpd:C15442
chebi:79957	cpd:C15460
chebi:79998	cpd:C15638
chebi:79757	cpd:C15255
chebi:79817	cpd:C15315
chebi:34142	cpd:C14307
chebi:34166	cpd:C14441
chebi:34171	cpd:C14731
chebi:79662	cpd:C15144
chebi:79681	cpd:C15163
chebi:79419	cpd:C14892
chebi:34175	cpd:C14670
chebi:79593	cpd:C15073
chebi:34739	cpd:C14303
chebi:34178	cpd:C14498
chebi:34179	cpd:C14483
chebi:79529	cpd:C15006
chebi:79530	cpd:C15007
chebi:79543	cpd:C15020
chebi:79810	cpd:C15308
chebi:79825	cpd:C15323
chebi:79451	cpd:C14926
chebi:79541	cpd:C15018
chebi:34339	cpd:C14650
chebi:79727	cpd:C15215
chebi:79930	cpd:C15430
chebi:79528	cpd:C15005
chebi:79512	cpd:C14988
chebi:79864	cpd:C15362
chebi:79716	cpd:C15201
chebi:79763	cpd:C15261
chebi:79868	cpd:C15366
chebi:34857	cpd:C14757
chebi:35342	cpd:C03336
chebi:41879	cpd:C15643
chebi:50885	cpd:C07004
chebi:16418	cpd:C04518
chebi:5134	cpd:C07815
chebi:35343	cpd:C03051
chebi:16330	cpd:C03917
chebi:17347	cpd:C00535
chebi:27436	cpd:C07198
chebi:16524	cpd:C03027
chebi:798	cpd:C05294
chebi:34477	cpd:C14497
chebi:2295	cpd:C05291
chebi:34161	cpd:C14649
chebi:79755	cpd:C15253
chebi:79778	cpd:C15276
chebi:132358	cpd:C21296
chebi:34133	cpd:C14256
chebi:81481	cpd:C18075
chebi:34859	cpd:C14242
chebi:4453	cpd:C07629
chebi:34838	cpd:C14605
chebi:7466	cpd:C07254
chebi:6443	cpd:C08149
chebi:6443	cpd:C08153
chebi:34584	cpd:C14502
chebi:379896	cpd:C14257
chebi:59714	cpd:C15377
chebi:34849	cpd:C14255
chebi:79754	cpd:C15252
chebi:79759	cpd:C15257
chebi:79760	cpd:C15258
chebi:79761	cpd:C15259
chebi:2150	cpd:C05293
chebi:7630	cpd:C08153
chebi:34186	cpd:C14652
chebi:34341	cpd:C14682
chebi:16799	cpd:C01090
chebi:15826	cpd:C03748
chebi:17354	cpd:C03050
chebi:79764	cpd:C15262
chebi:79469	cpd:C14945
chebi:16076	cpd:C03747
chebi:472805	cpd:C01443
chebi:35346	cpd:C01058
chebi:27967	cpd:C05284
chebi:27967	cpd:C05284
chebi:28247	cpd:C05498
chebi:27576	cpd:C05290
chebi:27576	cpd:C05290
chebi:27768	cpd:C05296
chebi:17899	cpd:C05455
chebi:28477	cpd:C17339
chebi:2290	cpd:C05451
chebi:2288	cpd:C05453
chebi:48701	cpd:C17331
chebi:48825	cpd:C17336
chebi:49269	cpd:C15568
chebi:81013	cpd:C17332
chebi:35349	cpd:C02956
chebi:34153	cpd:C14654
chebi:49270	cpd:C15569
chebi:28934	cpd:C05441
chebi:7931	cpd:C08127
chebi:4591	cpd:C06957
chebi:33237	cpd:C18192
chebi:33279	cpd:C18193
chebi:8403	cpd:C07711
chebi:4712	cpd:C08211
chebi:32176	cpd:C12919
chebi:28453	cpd:C04042
chebi:63641	cpd:C14909
chebi:6783	cpd:C08631
chebi:34654	cpd:C13849
chebi:28332	cpd:C08880
chebi:35344	cpd:C02506
chebi:15938	cpd:C00892
chebi:9901	cpd:C05470
chebi:9481	cpd:C05476
chebi:1298	cpd:C05477
chebi:1690	cpd:C05478
chebi:3899	cpd:C05481
chebi:3898	cpd:C05482
chebi:1689	cpd:C05483
chebi:34461	cpd:C13713
chebi:34511	cpd:C14484
chebi:34352	cpd:C14594
chebi:34516	cpd:C14638
chebi:34509	cpd:C14664
chebi:79514	cpd:C14991
chebi:79538	cpd:C15015
chebi:79556	cpd:C15034
chebi:79793	cpd:C15291
chebi:79821	cpd:C15319
chebi:79867	cpd:C15365
chebi:81468	cpd:C18040
chebi:17828	cpd:C02775
chebi:17828	cpd:C02775
chebi:27404	cpd:C05578
chebi:2003	cpd:C04185
chebi:5842	cpd:C10355
chebi:44401	cpd:C10368
chebi:17136	cpd:C04110
chebi:17136	cpd:C04110
chebi:2578	cpd:C10292
chebi:2579	cpd:C10293
chebi:2823	cpd:C10300
chebi:81071	cpd:C17415
chebi:81530	cpd:C18133
chebi:4633	cpd:C10332
chebi:4718	cpd:C10335
chebi:81070	cpd:C17414
chebi:15794	cpd:C03840
chebi:15794	cpd:C03840
chebi:6377	cpd:C10366
chebi:28849	cpd:C01938
chebi:8773	cpd:C10398
chebi:81068	cpd:C17412
chebi:9697	cpd:C10406
chebi:42646	cpd:C18012
chebi:51836	cpd:C18013
chebi:51837	cpd:C18014
chebi:4302	cpd:C11122
chebi:144385	cpd:C17884
chebi:30473	cpd:C18729
chebi:18310	cpd:C01371
chebi:5659	cpd:C08376
chebi:5658	cpd:C08379
chebi:5660	cpd:C08377
chebi:16148	cpd:C01816
chebi:7613	cpd:C08384
chebi:7612	cpd:C08386
chebi:28897	cpd:C08388
chebi:28897	cpd:C08388
chebi:32934	cpd:C17433
chebi:35998	cpd:C13834
chebi:9751	cpd:C08393
chebi:9752	cpd:C08394
chebi:16183	cpd:C01438
chebi:27385	cpd:C07561
chebi:35255	cpd:C13827
chebi:36014	cpd:C19446
chebi:15767	cpd:C02271
chebi:39275	cpd:C18447
chebi:38682	cpd:C14707
chebi:28826	cpd:C11147
chebi:5138	cpd:C07571
chebi:2630	cpd:C10994
chebi:38531	cpd:C10994
chebi:81784	cpd:C18493
chebi:81797	cpd:C18516
chebi:7573	cpd:C08164
chebi:5131	cpd:C11100
chebi:39282	cpd:C18448
chebi:34591	cpd:C14708
chebi:17194	cpd:C02661
chebi:27789	cpd:C06752
chebi:36015	cpd:C18246
chebi:36018	cpd:C19536
chebi:47554	cpd:C18248
chebi:34024	cpd:C14705
chebi:36026	cpd:C19534
chebi:39227	cpd:C19248
chebi:76287	cpd:C19496
chebi:28817	cpd:C08374
chebi:28817	cpd:C08374
chebi:16652	cpd:C03047
chebi:17590	cpd:C01387
chebi:17590	cpd:C01387
chebi:80946	cpd:C17145
chebi:29021	cpd:C11271
chebi:59958	cpd:C09704
chebi:59958	cpd:C09704
chebi:39243	cpd:C19042
chebi:3179	cpd:C11036
chebi:51311	cpd:C19184
chebi:28534	cpd:C11088
chebi:16130	cpd:C04623
chebi:16130	cpd:C04623
chebi:27841	cpd:C06636
chebi:28555	cpd:C06638
chebi:16598	cpd:C04596
chebi:27454	cpd:C06637
chebi:28763	cpd:C06641
chebi:34269	cpd:C14353
chebi:27757	cpd:C06584
chebi:34197	cpd:C14367
chebi:34199	cpd:C14369
chebi:34202	cpd:C14201
chebi:34203	cpd:C14202
chebi:81517	cpd:C18115
chebi:81522	cpd:C18120
chebi:81523	cpd:C18121
chebi:81524	cpd:C18122
chebi:34216	cpd:C14365
chebi:34219	cpd:C14366
chebi:34317	cpd:C14573
chebi:81518	cpd:C18116
chebi:81519	cpd:C18117
chebi:81520	cpd:C18118
chebi:81521	cpd:C18119
chebi:34204	cpd:C14247
chebi:34205	cpd:C14360
chebi:34206	cpd:C14199
chebi:34218	cpd:C14361
chebi:34221	cpd:C14362
chebi:34224	cpd:C14363
chebi:34233	cpd:C14364
chebi:1367	cpd:C11057
chebi:81516	cpd:C18114
chebi:34215	cpd:C14358
chebi:34222	cpd:C14357
chebi:34225	cpd:C14359
chebi:34232	cpd:C14246
chebi:34246	cpd:C14354
chebi:34249	cpd:C14355
chebi:34326	cpd:C14356
chebi:34364	cpd:C14248
chebi:34666	cpd:C14368
chebi:81525	cpd:C18123
chebi:24536	cpd:C18738
chebi:28428	cpd:C06988
chebi:28428	cpd:C06988
chebi:32888	cpd:C07075
chebi:39096	cpd:C15214
chebi:28805	cpd:C06792
chebi:29027	cpd:C06791
chebi:17300	cpd:C06789
chebi:16602	cpd:C06790
chebi:34031	cpd:C14039
chebi:28509	cpd:C06793
chebi:18624	cpd:C18627
chebi:18624	cpd:C06609
chebi:18809	cpd:C06610
chebi:39481	cpd:C19208
chebi:513	cpd:C06597
chebi:18904	cpd:C06597
chebi:142492	cpd:C06596
chebi:5610	cpd:C01706
chebi:51314	cpd:C19185
chebi:31649	cpd:C13297
chebi:10440	cpd:C09718
chebi:10216	cpd:C09630
chebi:62755	cpd:C17088
chebi:137562	cpd:C21684
chebi:61700	cpd:C17277
chebi:15977	cpd:C02395
chebi:53	cpd:C09877
chebi:129	cpd:C11392
chebi:367	cpd:C11391
chebi:301	cpd:C09875
chebi:15384	cpd:C06078
chebi:18515	cpd:C07276
chebi:35672	cpd:C07271
chebi:10782	cpd:C02452
chebi:17219	cpd:C18020
chebi:17219	cpd:C07276
chebi:50244	cpd:C19082
chebi:15389	cpd:C00964
chebi:15388	cpd:C11409
chebi:232	cpd:C11408
chebi:227	cpd:C11395
chebi:15382	cpd:C06099
chebi:15383	cpd:C00521
chebi:1997	cpd:C11352
chebi:10115	cpd:C09750
chebi:10334	cpd:C09898
chebi:10577	cpd:C09900
chebi:82800	cpd:C09140
chebi:34695	cpd:C14411
chebi:80847	cpd:C16993
chebi:82377	cpd:C19310
chebi:32878	cpd:C01372
chebi:18153	cpd:C06547
chebi:16052	cpd:C11505
chebi:48058	cpd:C20701
chebi:35194	cpd:C16521
chebi:39478	cpd:C16450
chebi:144391	cpd:C20525
chebi:81167	cpd:C17535
chebi:27452	cpd:C07083
chebi:27452	cpd:C07083
chebi:17907	cpd:C02083
chebi:62743	cpd:C16145
chebi:62738	cpd:C16144
chebi:62854	cpd:C17094
chebi:62855	cpd:C17094
chebi:9638	cpd:C08613
chebi:27518	cpd:C01548
chebi:27518	cpd:C01548
chebi:9662	cpd:C08463
