CHEBIID	KEGGID
chebi:76290	cpd:C16038
chebi:76394	cpd:C19385
chebi:29009	cpd:C05127
chebi:7035	cpd:C08311
chebi:2567	cpd:C07752
chebi:17289	cpd:C02926
chebi:55474	cpd:C18049
chebi:29643	cpd:C11837
chebi:29640	cpd:C11839
chebi:29639	cpd:C11840
chebi:4075	cpd:C03782
chebi:28346	cpd:C06546
chebi:5063	cpd:C11099
chebi:81838	cpd:C18570
chebi:2668	cpd:C06825
chebi:28715	cpd:C05638
chebi:28736	cpd:C05647
chebi:74684	cpd:C17755
chebi:131184	cpd:C20698
chebi:27390	cpd:C02903
chebi:17628	cpd:C06735
chebi:17628	cpd:C06735
chebi:18090	cpd:C05665
chebi:17769	cpd:C00555
chebi:17769	cpd:C00555
chebi:31130	cpd:C12455
chebi:37946	cpd:C13690
chebi:34729	cpd:C13691
chebi:132289	cpd:C20819
chebi:132304	cpd:C20817
chebi:132423	cpd:C21257
chebi:38225	cpd:C19242
chebi:134184	cpd:C19917
chebi:82388	cpd:C19326
chebi:81696	cpd:C18350
chebi:82288	cpd:C19191
chebi:60312	cpd:C02262
chebi:5000	cpd:C06996
chebi:6121	cpd:C07525
chebi:9775	cpd:C09248
chebi:9036	cpd:C09239
chebi:16829	cpd:C11632
chebi:7621	cpd:C11810
chebi:17384	cpd:C11809
chebi:63619	cpd:C07381
chebi:4393	cpd:C11250
chebi:9123	cpd:C07246
chebi:64317	cpd:C07056
chebi:3576	cpd:C09131
chebi:28220	cpd:C15986
chebi:37754	cpd:C01297
chebi:68584	cpd:C13826
chebi:34860	cpd:C14501
chebi:3441	cpd:C06875
chebi:6343	cpd:C07063
chebi:4055	cpd:C10763
chebi:5801	cpd:C07043
chebi:3638	cpd:C07625
chebi:47781	cpd:C06943
chebi:15984	cpd:C03995
chebi:3219	cpd:C06860
chebi:9215	cpd:C02078
chebi:4640	cpd:C11016
chebi:78416	cpd:C07341
chebi:7819	cpd:C07341
chebi:81952	cpd:C18776
chebi:81989	cpd:C18828
chebi:82076	cpd:C18935
chebi:5569	cpd:C10997
chebi:82719	cpd:C07144
chebi:81843	cpd:C18578
chebi:4045	cpd:C10914
chebi:6751	cpd:C10919
chebi:8674	cpd:C11180
chebi:50842	cpd:C18874
chebi:29703	cpd:C12112
chebi:4822	cpd:C07543
chebi:83569	cpd:C11019
chebi:2444	cpd:C09322
chebi:2536	cpd:C09328
chebi:2674	cpd:C07626
chebi:81024	cpd:C17355
chebi:31269	cpd:C12675
chebi:9398	cpd:C07124
chebi:4732	cpd:C11593
chebi:4734	cpd:C11594
chebi:4733	cpd:C11595
chebi:6941	cpd:C11783
chebi:145808	cpd:C22263
chebi:6441	cpd:C08012
chebi:27796	cpd:C07178
chebi:3112	cpd:C07941
chebi:3048	cpd:C06846
chebi:3398	cpd:C06871
chebi:9242	cpd:C11124
chebi:7789	cpd:C07935
chebi:107736	cpd:C07868
chebi:9947	cpd:C10828
chebi:16060	cpd:C11635
chebi:7853	cpd:C09598
chebi:7849	cpd:C09891
chebi:6556	cpd:C09869
chebi:6113	cpd:C08693
chebi:5568	cpd:C06511
chebi:17104	cpd:C05190
chebi:17104	cpd:C05190
chebi:4387	cpd:C08679
chebi:64028	cpd:C11168
chebi:9467	cpd:C11168
chebi:41774	cpd:C07108
chebi:63825	cpd:C16545
chebi:44616	cpd:C05011
chebi:31899	cpd:C12915
chebi:64219	cpd:C12915
chebi:8874	cpd:C11766
chebi:8764	cpd:C07908
chebi:2950	cpd:C07768
chebi:6780	cpd:C07143
chebi:73163	cpd:C18877
chebi:3540	cpd:C10580
chebi:34673	cpd:C13763
chebi:3763	cpd:C11685
chebi:52010	cpd:C06905
chebi:4464	cpd:C06946
chebi:16794	cpd:C01851
chebi:73237	cpd:C09592
chebi:9137	cpd:C07247
chebi:42944	cpd:C08526
chebi:31739	cpd:C12662
chebi:5858	cpd:C08689
chebi:75725	cpd:C07153
chebi:9648	cpd:C07153
chebi:80	cpd:C09341
chebi:5537	cpd:C07023
chebi:2665	cpd:C10995
chebi:77397	cpd:C07572
chebi:3723	cpd:C07572
chebi:77431	cpd:C07529
chebi:3215	cpd:C07529
chebi:6149	cpd:C07887
chebi:247956	cpd:C07879
chebi:27965	cpd:C06545
chebi:32269	cpd:C13666
chebi:77733	cpd:C07188
chebi:9948	cpd:C07188
chebi:8711	cpd:C07339
chebi:8607	cpd:C10865
chebi:9468	cpd:C07526
chebi:8491	cpd:C07405
chebi:4636	cpd:C14015
chebi:7601	cpd:C07270
chebi:27795	cpd:C06532
chebi:34705	cpd:C13682
chebi:7496	cpd:C07257
chebi:8614	cpd:C07576
chebi:8613	cpd:C08312
chebi:45304	cpd:C08059
chebi:45951	cpd:C07168
chebi:3223	cpd:C06861
chebi:8707	cpd:C07397
chebi:8435	cpd:C07403
chebi:4527	cpd:C07968
chebi:28077	cpd:C06688
chebi:51232	cpd:C11189
chebi:7735	cpd:C07322
chebi:9544	cpd:C07132
chebi:3766	cpd:C06924
chebi:59118	cpd:C16903
chebi:31236	cpd:C12564
chebi:5818	cpd:C07045
chebi:9654	cpd:C07156
chebi:3994	cpd:C06930
chebi:7494	cpd:C07256
chebi:3205	cpd:C07777
chebi:5123	cpd:C07010
chebi:5124	cpd:C07956
chebi:7731	cpd:C07321
chebi:63598	cpd:C07660
chebi:9715	cpd:C10960
chebi:9451	cpd:C08080
chebi:4537	cpd:C11234
chebi:31810	cpd:C13179
chebi:81958	cpd:C18784
chebi:101278	cpd:C06958
chebi:9212	cpd:C07662
chebi:10588	cpd:C11738
chebi:100241	cpd:C05349
chebi:4708	cpd:C06970
chebi:5280	cpd:C07661
chebi:100246	cpd:C06687
chebi:116278	cpd:C07078
chebi:34926	cpd:C13794
chebi:9700	cpd:C11285
chebi:81960	cpd:C18786
chebi:160246	cpd:C07539
chebi:6011	cpd:C10601
chebi:5059	cpd:C10594
chebi:27920	cpd:C06521
chebi:7307	cpd:C11118
chebi:3738	cpd:C06913
chebi:73358	cpd:C11796
chebi:7851	cpd:C07485
chebi:5339	cpd:C10147
chebi:93	cpd:C10152
chebi:92	cpd:C11359
chebi:46750	cpd:C06179
chebi:17688	cpd:C00745
chebi:17532	cpd:C01056
chebi:18723	cpd:C16150
chebi:18226	cpd:C03043
chebi:28313	cpd:C06524
chebi:39162	cpd:C16386
chebi:6823	cpd:C07175
chebi:83365	cpd:C11285
chebi:82084	cpd:C18943
chebi:82033	cpd:C18885
chebi:9943	cpd:C07187
chebi:84050	cpd:C16875
chebi:82054	cpd:C18909
chebi:82178	cpd:C19051
chebi:4331	cpd:C09419
chebi:2523	cpd:C08656
chebi:2663	cpd:C06823
chebi:4657	cpd:C06965
chebi:4681	cpd:C07751
chebi:4710	cpd:C06971
chebi:2992	cpd:C08662
chebi:3005	cpd:C08518
chebi:769	cpd:C11675
chebi:27958	cpd:C01416
chebi:31529	cpd:C12448
chebi:31168	cpd:C12891
chebi:16380	cpd:C01626
chebi:16380	cpd:C01626
chebi:16957	cpd:C02673
chebi:16957	cpd:C02673
chebi:16147	cpd:C04318
chebi:16147	cpd:C04318
chebi:18362	cpd:C01091
chebi:18362	cpd:C01091
chebi:28445	cpd:C07204
chebi:27375	cpd:C07201
chebi:27644	cpd:C06571
chebi:2740	cpd:C09337
chebi:44137	cpd:C12065
chebi:51874	cpd:C19193
chebi:8772	cpd:C07228
chebi:80630	cpd:C16641
chebi:17303	cpd:C01516
chebi:16315	cpd:C01735
chebi:27808	cpd:C06534
chebi:16714	cpd:C06174
chebi:80579	cpd:C16576
chebi:18399	cpd:C06171
chebi:18399	cpd:C06171
chebi:132639	cpd:C19990
chebi:81200	cpd:C17591
chebi:6066	cpd:C09550
chebi:76	cpd:C09339
chebi:66557	cpd:C16984
chebi:70649	cpd:C09567
chebi:3211	cpd:C09367
chebi:132749	cpd:C21370
chebi:16592	cpd:C03329
chebi:17472	cpd:C04731
chebi:17472	cpd:C04731
chebi:36285	cpd:C17463
chebi:52070	cpd:C15612
chebi:52070	cpd:C15612
chebi:2672	cpd:C10749
chebi:7002	cpd:C11786
chebi:28948	cpd:C08304
chebi:136557	cpd:C21405
chebi:136560	cpd:C21406
chebi:5373	cpd:C09446
chebi:50692	cpd:C07652
chebi:134180	cpd:C05721
chebi:134191	cpd:C20760
chebi:17390	cpd:C02134
chebi:141667	cpd:C20297
chebi:141645	cpd:C21591
chebi:141643	cpd:C21590
chebi:70499	cpd:C09025
chebi:3469	cpd:C09107
chebi:82047	cpd:C18901
chebi:134192	cpd:C19989
chebi:7856	cpd:C07360
chebi:5853	cpd:C09215
chebi:5852	cpd:C09214
chebi:6754	cpd:C07128
chebi:3453	cpd:C08669
chebi:3454	cpd:C08670
chebi:6762	cpd:C11798
chebi:6820	cpd:C11114
chebi:15891	cpd:C00245
chebi:17228	cpd:C01959
chebi:16621	cpd:C03149
chebi:16525	cpd:C05465
chebi:28865	cpd:C05122
chebi:36259	cpd:C02592
chebi:17864	cpd:C03642
chebi:9410	cpd:C05463
chebi:80774	cpd:C16868
chebi:1015	cpd:C06333
chebi:27764	cpd:C06334
chebi:27500	cpd:C06335
chebi:52022	cpd:C15516
chebi:52022	cpd:C15516
chebi:46958	cpd:C16666
chebi:33567	cpd:C02012
chebi:28918	cpd:C00788
chebi:18357	cpd:C00547
chebi:18357	cpd:C00547
chebi:6005	cpd:C07053
chebi:10554	cpd:C07453
chebi:4700	cpd:C08543
chebi:6948	cpd:C08557
chebi:10304	cpd:C11768
chebi:81125	cpd:C17486
chebi:81386	cpd:C17925
chebi:81392	cpd:C17935
chebi:18243	cpd:C03758
chebi:31231	cpd:C12271
chebi:31883	cpd:C12272
chebi:18295	cpd:C00388
chebi:18295	cpd:C00388
chebi:28483	cpd:C05135
chebi:74760	cpd:C17929
chebi:74761	cpd:C17928
chebi:17381	cpd:C00931
chebi:16765	cpd:C00398
chebi:28136	cpd:C06213
chebi:28969	cpd:C08302
chebi:10650	cpd:C07319
chebi:10124	cpd:C07218
chebi:16796	cpd:C01598
chebi:2198	cpd:C05643
chebi:17818	cpd:C02717
chebi:17458	cpd:C02442
chebi:45980	cpd:C01453
chebi:34385	cpd:C13728
chebi:40036	cpd:C11261
chebi:32506	cpd:C14288
chebi:15934	cpd:C04732
chebi:18337	cpd:C01268
chebi:18337	cpd:C01268
chebi:18247	cpd:C04454
chebi:9884	cpd:C11686
chebi:16040	cpd:C00380
chebi:16040	cpd:C00380
chebi:17562	cpd:C00475
chebi:27551	cpd:C02376
chebi:28680	cpd:C02961
chebi:31348	cpd:C12650
chebi:15698	cpd:C00881
chebi:47876	cpd:C03592
chebi:63577	cpd:C07065
chebi:28507	cpd:C03104
chebi:53013	cpd:C05822
chebi:17239	cpd:C00112
chebi:88237	cpd:C03599
chebi:70799	cpd:C01788
chebi:70802	cpd:C03598
chebi:139396	cpd:C01219
chebi:70800	cpd:C04297
chebi:28942	cpd:C00501
chebi:835	cpd:C11038
chebi:50726	cpd:C18059
chebi:28846	cpd:C00705
chebi:17361	cpd:C00055
chebi:17361	cpd:C00055
chebi:16788	cpd:C01064
chebi:16556	cpd:C00128
chebi:18098	cpd:C03691
chebi:86284	cpd:C04121
chebi:131759	cpd:C17945
chebi:17677	cpd:C00063
chebi:836	cpd:C11039
chebi:29114	cpd:C01304
chebi:28643	cpd:C04744
chebi:16629	cpd:C04752
chebi:16629	cpd:C04752
chebi:27983	cpd:C06502
chebi:18032	cpd:C04556
chebi:16892	cpd:C01279
chebi:929	cpd:C05923
chebi:18385	cpd:C00378
chebi:32317	cpd:C13378
chebi:80220	cpd:C15974
chebi:80223	cpd:C15978
chebi:18306	cpd:C02892
chebi:27824	cpd:C05856
chebi:11515	cpd:C15563
chebi:38546	cpd:C10916
chebi:38604	cpd:C18603
chebi:38843	cpd:C18403
chebi:45924	cpd:C01965
chebi:52402	cpd:C18910
chebi:8673	cpd:C07391
chebi:59546	cpd:C01304
chebi:31290	cpd:C12750
chebi:81715	cpd:C18377
chebi:85895	cpd:C19872
chebi:119573	cpd:C06941
chebi:82017	cpd:C18858
chebi:34922	cpd:C14310
chebi:2639	cpd:C06821
chebi:76604	cpd:C19255
chebi:34043	cpd:C14402
chebi:82060	cpd:C18918
chebi:35014	cpd:C14432
chebi:8092	cpd:C02454
chebi:51403	cpd:C19499
chebi:6633	cpd:C07106
chebi:9741	cpd:C07180
chebi:7930	cpd:C07414
chebi:8077	cpd:C07435
chebi:6370	cpd:C11804
chebi:31477	cpd:C12767
chebi:35089	cpd:C14170
chebi:79463	cpd:C14938
chebi:79659	cpd:C15141
chebi:39708	cpd:C11326
chebi:28469	cpd:C04050
chebi:28469	cpd:C04050
chebi:8405	cpd:C07627
chebi:35040	cpd:C13783
chebi:34602	cpd:C13847
chebi:82338	cpd:C19254
chebi:138865	cpd:C20266
chebi:27864	cpd:C11000
chebi:17064	cpd:C02126
chebi:17064	cpd:C02126
chebi:34242	cpd:C14713
chebi:15783	cpd:C04203
chebi:15783	cpd:C04203
chebi:18112	cpd:C01987
chebi:18112	cpd:C01987
chebi:28924	cpd:C05058
chebi:28924	cpd:C05058
chebi:17602	cpd:C02372
chebi:17602	cpd:C02372
chebi:46195	cpd:C06804
chebi:28124	cpd:C10999
chebi:20331	cpd:C14450
chebi:46635	cpd:C14419
chebi:46635	cpd:C14419
chebi:16767	cpd:C02791
chebi:34245	cpd:C14712
chebi:48977	cpd:C19469
chebi:55545	cpd:C16570
chebi:9337	cpd:C11169
chebi:9309	cpd:C11745
chebi:17442	cpd:C01252
chebi:17442	cpd:C01252
chebi:19342	cpd:C16396
chebi:19389	cpd:C16397
chebi:19452	cpd:C16395
chebi:20302	cpd:C16420
chebi:77424	cpd:C16394
chebi:45373	cpd:C07458
chebi:31169	cpd:C13061
chebi:102265	cpd:C19530
chebi:102484	cpd:C07318
chebi:9332	cpd:C07315
chebi:9328	cpd:C07658
chebi:116735	cpd:C07527
chebi:4325	cpd:C07666
chebi:2654	cpd:C07617
chebi:82374	cpd:C19303
chebi:82544	cpd:C19539
chebi:82545	cpd:C19540
chebi:3720	cpd:C06910
chebi:19332	cpd:C16400
chebi:34237	cpd:C14401
chebi:66892	cpd:C14403
chebi:66891	cpd:C16398
chebi:35027	cpd:C14343
chebi:8251	cpd:C10518
chebi:80495	cpd:C16444
chebi:39501	cpd:C07166
chebi:16610	cpd:C00315
chebi:16610	cpd:C00315
chebi:6566	cpd:C10603
chebi:132335	cpd:C10578
chebi:17927	cpd:C00612
chebi:27911	cpd:C01029
chebi:48007	cpd:C15853
chebi:61514	cpd:C18069
chebi:61516	cpd:C18073
chebi:66868	cpd:C18172
chebi:16554	cpd:C06366
chebi:49798	cpd:C14690
chebi:16841	cpd:C03375
chebi:15746	cpd:C00750
chebi:28101	cpd:C03413
chebi:17312	cpd:C02567
chebi:64860	cpd:C16565
chebi:35411	cpd:C02896
chebi:35411	cpd:C03687
chebi:17148	cpd:C00134
chebi:17902	cpd:C00436
chebi:17902	cpd:C00436
chebi:17166	cpd:C02723
chebi:18127	cpd:C01672
chebi:15725	cpd:C00986
chebi:15725	cpd:C00986
chebi:44236	cpd:C04856
chebi:64084	cpd:C04899
chebi:17372	cpd:C11808
chebi:28462	cpd:C06542
chebi:28462	cpd:C06542
chebi:16791	cpd:C11807
chebi:16408	cpd:C01761
chebi:16408	cpd:C01761
chebi:17400	cpd:C02074
chebi:17400	cpd:C02074
chebi:10016	cpd:C09254
chebi:9985	cpd:C09251
chebi:134125	cpd:C20482
chebi:15642	cpd:C15522
chebi:39347	cpd:C18455
chebi:9666	cpd:C11127
chebi:9665	cpd:C11156
chebi:9190	cpd:C10822
chebi:5856	cpd:C07753
chebi:34772	cpd:C13764
chebi:35016	cpd:C13765
chebi:34736	cpd:C13766
chebi:34649	cpd:C13772
chebi:80602	cpd:C16607
chebi:80603	cpd:C16608
chebi:80604	cpd:C16609
chebi:35410	cpd:C02311
chebi:35410	cpd:C02311
chebi:53003	cpd:C19463
chebi:53619	cpd:C19386
chebi:584020	cpd:C07199
chebi:2215	cpd:C07540
chebi:6604	cpd:C07541
chebi:4819	cpd:C09160
chebi:6605	cpd:C07542
chebi:63617	cpd:C07425
chebi:38067	cpd:C14312
chebi:27496	cpd:C11172
chebi:28646	cpd:C08733
chebi:22472	cpd:C18700
chebi:27726	cpd:C06560
chebi:27399	cpd:C06556
chebi:28212	cpd:C06559
chebi:30263	cpd:C18810
chebi:15930	cpd:C06551
chebi:15930	cpd:C06551
chebi:18316	cpd:C06552
chebi:18316	cpd:C06552
chebi:34934	cpd:C14186
chebi:34976	cpd:C14457
chebi:44156	cpd:C18811
chebi:26276	cpd:C18542
chebi:28363	cpd:C06557
chebi:5962	cpd:C10927
chebi:38069	cpd:C14299
chebi:82220	cpd:C19098
chebi:81947	cpd:C18768
chebi:82228	cpd:C19106
chebi:15571	cpd:C05361
chebi:38660	cpd:C18589
chebi:18853	cpd:C19233
chebi:72568	cpd:C16250
chebi:4305	cpd:C06936
chebi:81724	cpd:C18388
chebi:47217	cpd:C06269
chebi:30421	cpd:C15471
chebi:30443	cpd:C15472
chebi:30146	cpd:C15473
chebi:33787	cpd:C16460
chebi:32035	cpd:C12568
chebi:32145	cpd:C12569
chebi:32108	cpd:C13515
chebi:6637	cpd:C07876
chebi:31341	cpd:C12277
chebi:18219	cpd:C01358
chebi:18219	cpd:C01358
chebi:15379	cpd:C00007
chebi:18276	cpd:C00282
chebi:17997	cpd:C00697
chebi:17909	cpd:C00087
chebi:18407	cpd:C01326
chebi:18379	cpd:C00726
chebi:34446	cpd:C13832
chebi:3639	cpd:C11037
chebi:3259	cpd:C11164
chebi:18043	cpd:C01526
chebi:18043	cpd:C01526
chebi:16698	cpd:C01566
chebi:27915	cpd:C08737
chebi:39175	cpd:C18512
chebi:39176	cpd:C18512
chebi:3982	cpd:C02018
chebi:4798	cpd:C07943
chebi:45075	cpd:C15996
chebi:40909	cpd:C18558
chebi:50693	cpd:C07224
chebi:6413	cpd:C08163
chebi:81842	cpd:C18574
chebi:10102	cpd:C07484
chebi:2704	cpd:C08159
chebi:16267	cpd:C01855
chebi:25979	cpd:C16074
chebi:27382	cpd:C03311
chebi:27826	cpd:C05143
chebi:27982	cpd:C02596
chebi:4388	cpd:C10985
chebi:4042	cpd:C10984
chebi:4035	cpd:C10983
chebi:4034	cpd:C10982
chebi:39400	cpd:C18413
chebi:39283	cpd:C18409
chebi:943	cpd:C11040
chebi:17566	cpd:C02938
chebi:27837	cpd:C02221
chebi:5362	cpd:C10148
chebi:31594	cpd:C12218
chebi:34057	cpd:C13845
chebi:79430	cpd:C14904
chebi:79640	cpd:C15121
chebi:80605	cpd:C16610
chebi:80606	cpd:C16611
chebi:80607	cpd:C16612
chebi:81820	cpd:C18545
chebi:81821	cpd:C18546
chebi:82027	cpd:C18878
chebi:82108	cpd:C18969
chebi:82112	cpd:C18973
chebi:82238	cpd:C19117
chebi:82412	cpd:C19353
chebi:82416	cpd:C19360
chebi:81841	cpd:C18573
chebi:17346	cpd:C03679
chebi:34759	cpd:C14268
chebi:81763	cpd:C18462
chebi:39291	cpd:C18463
chebi:75281	cpd:C18477
chebi:39164	cpd:C18507
chebi:81788	cpd:C18498
chebi:81762	cpd:C18461
chebi:81799	cpd:C18518
chebi:81800	cpd:C18519
chebi:2747	cpd:C08326
chebi:2748	cpd:C08327
chebi:27415	cpd:C04469
chebi:80291	cpd:C16072
chebi:2372	cpd:C08324
chebi:78661	cpd:C15687
chebi:82445	cpd:C19396
chebi:82444	cpd:C19395
chebi:28638	cpd:C02420
chebi:35591	cpd:C15637
chebi:82541	cpd:C19535
chebi:10018	cpd:C08344
chebi:38812	cpd:C18757
chebi:28217	cpd:C01998
chebi:28217	cpd:C01998
chebi:27959	cpd:C05714
chebi:27413	cpd:C05670
chebi:27761	cpd:C00844
chebi:27761	cpd:C04273
chebi:17396	cpd:C00844
chebi:17019	cpd:C08325
chebi:3413	cpd:C08328
chebi:4373	cpd:C08329
chebi:5578	cpd:C08331
chebi:5687	cpd:C08332
chebi:6483	cpd:C08333
chebi:6542	cpd:C08334
chebi:7506	cpd:C08336
chebi:8422	cpd:C08337
chebi:8423	cpd:C08338
chebi:8525	cpd:C08339
chebi:9717	cpd:C08342
chebi:10111	cpd:C08345
chebi:81798	cpd:C18517
chebi:81866	cpd:C18613
chebi:82113	cpd:C18974
chebi:3090	cpd:C08160
chebi:27991	cpd:C09814
chebi:27991	cpd:C09814
chebi:38621	cpd:C18397
chebi:17192	cpd:C04178
chebi:16667	cpd:C03766
chebi:16667	cpd:C03766
chebi:23437	cpd:C05712
chebi:15348	cpd:C02659
chebi:16441	cpd:C01594
chebi:16441	cpd:C01594
chebi:18115	cpd:C00650
chebi:16660	cpd:C03742
chebi:6559	cpd:C08335
chebi:36941	cpd:C02615
chebi:60908	cpd:C18796
chebi:29200	cpd:C01755
chebi:16017	cpd:C02660
chebi:53218	cpd:C19453
chebi:53555	cpd:C19560
chebi:2555	cpd:C11015
chebi:73224	cpd:C19317
chebi:78337	cpd:C18587
chebi:17484	cpd:C03098
chebi:29228	cpd:C16487
chebi:17883	cpd:C01327
chebi:47266	cpd:C13645
chebi:43451	cpd:C05590
chebi:28024	cpd:C01417
chebi:1157	cpd:C05123
chebi:27376	cpd:C11145
chebi:23994	cpd:C19239
chebi:25255	cpd:C19181
chebi:28901	cpd:C06862
chebi:82557	cpd:C19557
chebi:81933	cpd:C18746
chebi:81990	cpd:C18829
chebi:8102	cpd:C06747
chebi:44229	cpd:C16202
chebi:30895	cpd:C16201
chebi:41070	cpd:C16194
chebi:30891	cpd:C16193
chebi:45906	cpd:C07974
chebi:1751	cpd:C11323
chebi:27849	cpd:C06677
chebi:34663	cpd:C13706
chebi:36662	cpd:C13706
chebi:4286	cpd:C11591
chebi:18312	cpd:C06678
chebi:18256	cpd:C06679
chebi:18256	cpd:C06679
chebi:27758	cpd:C06674
chebi:27802	cpd:C06336
chebi:30789	cpd:C02236
chebi:34991	cpd:C13704
chebi:32354	cpd:C12849
chebi:38677	cpd:C18658
chebi:68555	cpd:C16199
chebi:82155	cpd:C19024
chebi:82160	cpd:C19030
chebi:31991	cpd:C12600
chebi:8657	cpd:C11123
chebi:28947	cpd:C06676
chebi:32896	cpd:C11536
chebi:38023	cpd:C16069
chebi:48291	cpd:C11537
chebi:16712	cpd:C11499
chebi:16894	cpd:C05528
chebi:50519	cpd:C14179
chebi:17717	cpd:C00593
chebi:15855	cpd:C11521
chebi:32167	cpd:C13508
chebi:63836	cpd:C11363
chebi:1457	cpd:C03349
chebi:10129	cpd:C11216
chebi:91030	cpd:C11755
chebi:39421	cpd:C18142
chebi:534	cpd:C07874
chebi:3507	cpd:C11253
chebi:35719	cpd:C01614
chebi:17316	cpd:C03789
chebi:16702	cpd:C01075
chebi:17446	cpd:C04674
chebi:63631	cpd:C07502
chebi:15964	cpd:C02824
chebi:15964	cpd:C02824
chebi:27690	cpd:C06805
chebi:2687	cpd:C01553
chebi:40050	cpd:C08086
chebi:41423	cpd:C07589
chebi:34435	cpd:C14412
chebi:3602	cpd:C07460
chebi:9336	cpd:C07659
chebi:5383	cpd:C07669
chebi:35085	cpd:C14182
chebi:32162	cpd:C12616
chebi:3176	cpd:C07760
chebi:7478	cpd:C07792
chebi:34262	cpd:C14181
chebi:9329	cpd:C07630
chebi:9331	cpd:C08050
chebi:10127	cpd:C07504
chebi:9139	cpd:C07259
chebi:3047	cpd:C07759
chebi:3013	cpd:C07758
chebi:101085	cpd:C07459
chebi:4702	cpd:C06969
chebi:8426	cpd:C07372
chebi:28052	cpd:C06806
chebi:5441	cpd:C07022
chebi:27999	cpd:C07148
chebi:39678	cpd:C10946
chebi:9348	cpd:C10955
chebi:83453	cpd:C10957
chebi:7554	cpd:C10949
chebi:8866	cpd:C10952
chebi:83571	cpd:C18900
chebi:9678	cpd:C10962
chebi:9673	cpd:C10961
chebi:3017	cpd:C10937
chebi:81746	cpd:C18438
chebi:3652	cpd:C05071
chebi:6822	cpd:C07764
chebi:9339	cpd:C11125
chebi:8747	cpd:C11769
chebi:32164	cpd:C12540
chebi:34732	cpd:C13776
chebi:81723	cpd:C18387
chebi:81740	cpd:C18429
chebi:81747	cpd:C18439
chebi:81749	cpd:C18441
chebi:81801	cpd:C18521
chebi:81930	cpd:C18743
chebi:81984	cpd:C18821
chebi:82009	cpd:C18850
chebi:82011	cpd:C18852
chebi:82024	cpd:C18867
chebi:82181	cpd:C19054
chebi:81846	cpd:C18581
chebi:5778	cpd:C07041
chebi:9683	cpd:C07767
chebi:3760	cpd:C10907
chebi:9640	cpd:C00896
chebi:9641	cpd:C01964
chebi:9639	cpd:C02087
chebi:31073	cpd:C13667
chebi:81538	cpd:C18143
chebi:59050	cpd:C19177
chebi:17760	cpd:C02704
chebi:17760	cpd:C02704
chebi:34699	cpd:C14706
chebi:34928	cpd:C13724
chebi:32147	cpd:C13072
chebi:16877	cpd:C03888
chebi:16877	cpd:C03888
chebi:10631	cpd:C11206
chebi:1905	cpd:C11585
chebi:27905	cpd:C02180
chebi:17675	cpd:C02894
chebi:17675	cpd:C02894
chebi:37397	cpd:C00607
chebi:18296	cpd:C00635
chebi:18250	cpd:C00634
chebi:28815	cpd:C00925
chebi:18137	cpd:C17141
chebi:18137	cpd:C04384
chebi:17421	cpd:C04649
chebi:17831	cpd:C04196
chebi:17174	cpd:C04073
chebi:15981	cpd:C11553
chebi:18376	cpd:C00426
chebi:28304	cpd:C00374
chebi:28304	cpd:C00374
chebi:55485	cpd:C15558
chebi:138882	cpd:C20137
chebi:138857	cpd:C20138
chebi:28525	cpd:C01067
chebi:16809	cpd:C02827
chebi:44395	cpd:C04255
chebi:28132	cpd:C04132
chebi:27890	cpd:C03126
chebi:27890	cpd:C03126
chebi:2869	cpd:C02812
chebi:145436	cpd:C02827
chebi:27894	cpd:C02543
chebi:37986	cpd:C03405
chebi:18318	cpd:C06125
chebi:132804	cpd:C04426
chebi:132803	cpd:C04589
chebi:1612	cpd:C04839
chebi:17139	cpd:C04920
chebi:15931	cpd:C04864
chebi:15931	cpd:C04864
chebi:16735	cpd:C04865
chebi:16735	cpd:C04865
chebi:34674	cpd:C13723
chebi:34909	cpd:C13726
chebi:3435	cpd:C08818
chebi:10583	cpd:C02607
chebi:5181	cpd:C08253
chebi:16158	cpd:C02590
chebi:50107	cpd:C16261
chebi:50109	cpd:C16259
chebi:9270	cpd:C02195
chebi:17474	cpd:C02538
chebi:16473	cpd:C02822
chebi:16814	cpd:C04555
chebi:16814	cpd:C04555
chebi:4866	cpd:C08357
chebi:792	cpd:C11289
chebi:1188	cpd:C08359
chebi:1191	cpd:C08358
chebi:2149	cpd:C05468
chebi:32143	cpd:C13416
chebi:41321	cpd:C18043
chebi:35420	cpd:C18044
chebi:17706	cpd:C02555
chebi:17706	cpd:C02555
chebi:17730	cpd:C00616
chebi:17730	cpd:C00616
chebi:17875	cpd:C01155
chebi:17875	cpd:C01155
chebi:18030	cpd:C01156
chebi:18030	cpd:C01156
chebi:16557	cpd:C03897
chebi:16557	cpd:C03897
chebi:28167	cpd:C03898
chebi:2131	cpd:C11105
chebi:17709	cpd:C00224
chebi:17709	cpd:C00224
chebi:848	cpd:C03568
chebi:17980	cpd:C00053
chebi:17980	cpd:C00053
chebi:17943	cpd:C02914
chebi:17943	cpd:C02914
chebi:48290	cpd:C17205
chebi:88046	cpd:C19999
chebi:5822	cpd:C09109
chebi:82320	cpd:C19230
chebi:74875	cpd:C18820
chebi:75182	cpd:C18899
chebi:29289	cpd:C02885
chebi:44576	cpd:C06742
chebi:16668	cpd:C00519
chebi:16209	cpd:C02419
chebi:32989	cpd:C03624
chebi:1665	cpd:C05527
chebi:4791	cpd:C11090
chebi:39300	cpd:C18602
